OTU ,Taxa,Phylum,Class
122,"d:Eukaryota(1.0000),p:Ochrophyta(0.5648),c:Diatomea(0.4105),o:Coscinodiscophytina(0.1977),f:Fragilariales(0.1038),g:Licmophora(0.0328)",Ochrophyta,Diatomea
123,"d:Eukaryota(1.0000),p:Florideophycidae(0.5113),c:Rhodymeniophycidae(0.2288),o:Unknown_Order_1003051(0.1287),f:Unknown_Family_1003052(0.0670),g:Unknown_Genus_1001112(0.0150)",Florideophycidae,Rhodymeniophycidae
124,"d:Eukaryota(1.0000),p:Florideophycidae(0.7254),c:Rhodymeniophycidae(0.2778),o:Unknown_Order_1003051(0.1805),f:Unknown_Family_1003052(0.0946),g:Unknown_Genus_1001112(0.0150)",Florideophycidae,Rhodymeniophycidae
125,"d:Eukaryota(0.9672),p:Ochrophyta(0.2717),c:Diatomea(0.1472),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0019)",Ochrophyta,Diatomea
126,"d:Eukaryota(1.0000),p:Ochrophyta(0.4942),c:Diatomea(0.3594),o:Coscinodiscophytina(0.1115),f:Fragilariales(0.0578),g:Licmophora(0.0180)",Ochrophyta,Diatomea
127,"d:Eukaryota(1.0000),p:Florideophycidae(0.3915),c:Rhodymeniophycidae(0.1635),o:Unknown_Order_1003051(0.0597),f:Unknown_Family_1003052(0.0302),g:Coelothrix(0.0019)",Florideophycidae,Rhodymeniophycidae
128,"d:Eukaryota(0.7185),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Coscinodiscophytina(0.0134),f:Fragilariales(0.0050),g:Licmophora(0.0015)",Ochrophyta,Diatomea
129,"d:Eukaryota(0.7638),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Coscinodiscophytina(0.0145),f:Fragilariales(0.0056),g:Licmophora(0.0015)",Ochrophyta,Diatomea
130,"d:Eukaryota(0.7185),p:Mollusca(0.1458),c:Gastropoda(0.0793),o:Heterobranchia(0.0145),f:Unknown_Family_1003514(0.0056),g:Unknown_Genus_1001411(0.0015)",Mollusca,Gastropoda
131,"d:Eukaryota(0.6507),p:Apicomplexa(0.1192),c:Conoidasida(0.0637),o:Coccidia(0.0123),f:Eimeriorina(0.0044),g:Cystoisospora(0.0014)",Apicomplexa,Conoidasida
132,"d:Eukaryota(1.0000),p:Ochrophyta(0.7254),c:Diatomea(0.7802),o:Bacillariophytina(0.2495),f:Bacillariophyceae(0.1315),g:Nitzschia(0.0426)",Ochrophyta,Diatomea
133,"d:Eukaryota(1.0000),p:Ochrophyta(0.2546),c:Diatomea(0.1472),o:Bacillariophytina(0.0212),f:Mediophyceae(0.0090),g:Chaetoceros(0.0019)",Ochrophyta,Diatomea
134,"d:Eukaryota(1.0000),p:Ochrophyta(0.4086),c:Diatomea(0.2941),o:Bacillariophytina(0.0769),f:Bacillariophyceae(0.0394),g:Nitzschia(0.0091)",Ochrophyta,Diatomea
135,"d:Eukaryota(0.5603),p:Dinoflagellata(0.0925),c:Dinophyceae(0.0482),o:CCMP1878(0.0100),f:Unknown_Family_1003848(0.0033),g:Unknown_Genus_1001765(0.0013)",Dinoflagellata,Dinophyceae
136,"d:Eukaryota(1.0000),p:Mollusca(0.2392),c:Gastropoda(0.1337),o:Heterobranchia(0.0252),f:Unknown_Family_1003514(0.0117),g:Unknown_Genus_1001411(0.0032)",Mollusca,Gastropoda
137,"d:Eukaryota(0.7864),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Fragilariopsis(0.0017)",Ochrophyta,Diatomea
138,"d:Eukaryota(0.8316),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)",Ochrophyta,Diatomea
139,"d:Eukaryota(0.7185),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0134),f:Bacillariophyceae(0.0050),g:Nitzschia(0.0015)",Ochrophyta,Diatomea
140,"d:Eukaryota(0.7185),p:Cnidaria(0.1458),c:Anthozoa(0.0793),o:Actiniaria(0.0145),f:Unknown_Family_1003256(0.0056),g:Unknown_Genus_1001555(0.0015)",Cnidaria,Anthozoa
141,"d:Eukaryota(1.0000),p:Ciliophora(0.3060),c:Intramacronucleata(0.1961),o:Spirotrichea(0.0424),f:Hypotrichia(0.0209),g:Unknown_Genus_1001753(0.0062)",Ciliophora,Intramacronucleata
142,"d:Eukaryota(0.3342),p:Platyhelminthes(0.0265),c:Rhabditophora(0.0115),o:Rhabdocoela(0.0046),f:Unknown_Family_1003592(0.0006),g:Unknown_Genus_1001513(0.0009)",Platyhelminthes,Rhabditophora
143,"d:Eukaryota(0.4473),p:Ochrophyta(0.0658),c:Diatomea(0.0326),o:Coscinodiscophytina(0.0078),f:Fragilariales(0.0021),g:Licmophora(0.0012)",Ochrophyta,Diatomea
144,"d:Eukaryota(0.8542),p:Annelida(0.1992),c:Polychaeta(0.1104),o:Phyllodocida(0.0178),f:Unknown_Family_1003320(0.0073),g:Unknown_Genus_1001197(0.0017)",Annelida,Polychaeta
145,"d:Eukaryota(1.0000),p:Dinoflagellata(0.5455),c:Dinophyceae(0.3969),o:Peridiniphycidae(0.3022),f:Peridiniales(0.1693),g:Heterocapsa(0.0588)",Dinoflagellata,Dinophyceae
146,"d:Eukaryota(0.7411),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Hantzschia(0.0015)",Ochrophyta,Diatomea
147,"d:Eukaryota(0.2890),p:Dinoflagellata(0.0225),c:Dinophyceae(0.0097),o:Gymnodiniphycidae(0.0039),f:Suessiaceae(0.0005),g:Unknown_Genus_1001773(0.0008)",Dinoflagellata,Dinophyceae
148,"d:Eukaryota(1.0000),p:Ochrophyta(0.3060),c:Diatomea(0.1961),o:Bacillariophytina(0.0424),f:Bacillariophyceae(0.0209),g:Nitzschia(0.0032)",Ochrophyta,Diatomea
149,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.3402),c:Trebouxiophyceae(0.1798),o:Chlorellales(0.0597),f:Unknown_Family_1003011(0.0302),g:Nannochloris(0.0091)",Unknown_Phylum_1002968,Trebouxiophyceae
150,"d:Eukaryota(1.0000),p:Ciliophora(0.7719),c:Intramacronucleata(0.8012),o:Spirotrichea(0.8014),f:Choreotrichia(0.2124),g:uncultured_9117(0.1114)",Ciliophora,Intramacronucleata
151,"d:Eukaryota(0.7185),p:Ochrophyta(0.1725),c:Diatomea(0.0870),o:Coscinodiscophytina(0.0145),f:Fragilariales(0.0056),g:Licmophora(0.0015)",Ochrophyta,Diatomea
152,"d:Eukaryota(1.0000),p:Ochrophyta(0.7409),c:Diatomea(0.7872),o:Coscinodiscophytina(0.2912),f:Fragilariales(0.1599),g:Licmophora(0.0507)",Ochrophyta,Diatomea
153,"d:Eukaryota(1.0000),p:Dinoflagellata(0.5650),c:Dinophyceae(0.4036),o:Peridiniphycidae(0.3352),f:Peridiniales(0.1977),g:Archaeperidinium(0.0466)",Dinoflagellata,Dinophyceae
154,"d:Eukaryota(0.6733),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Conthreep(0.0134),f:Oligohymenophorea(0.0050),g:Tetrahymena(0.0015)",Ciliophora,Intramacronucleata
155,"d:Eukaryota(1.0000),p:Protalveolata(0.2888),c:Syndiniales(0.1798),o:Unknown_Order_1003905(0.0769),f:Unknown_Family_1003906(0.0394),g:Amoebophrya(0.0121)",Protalveolata,Syndiniales
156,"d:Eukaryota(0.8316),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)",Ochrophyta,Diatomea
157,"d:Eukaryota(0.9220),p:Discosea(0.2125),c:Longamoebia(0.1181),o:Centramoebida(0.0201),f:Unknown_Family_1002759(0.0084),g:Acanthamoeba(0.0019)",Discosea,Longamoebia
158,"d:Eukaryota(0.6055),p:Cnidaria(0.1192),c:Anthozoa(0.0637),o:Alcyonacea(0.0123),f:Unknown_Family_1003263(0.0044),g:Unknown_Genus_1001562(0.0014)",Cnidaria,Anthozoa
159,"d:Eukaryota(1.0000),p:Florideophycidae(0.7792),c:Rhodymeniophycidae(0.3991),o:Unknown_Order_1003051(0.3242),f:Unknown_Family_1003052(0.1882),g:Betaphycus(0.0298)",Florideophycidae,Rhodymeniophycidae
160,"d:Eukaryota(0.9898),p:Protalveolata(0.2125),c:Syndiniales(0.1181),o:Unknown_Order_1003905(0.0201),f:Syndiniales_Group_III(0.0084),g:Unknown_Genus_1001803(0.0019)",Protalveolata,Syndiniales
161,"d:Eukaryota(1.0000),p:Ciliophora(1.0000),c:Intramacronucleata(1.0000),o:Spirotrichea(1.0000),f:Oligotrichia(0.9377),g:Strombidium(0.8584)",Ciliophora,Intramacronucleata
162,"d:Eukaryota(1.0000),p:Ochrophyta(0.6658),c:Diatomea(0.6316),o:Bacillariophytina(0.2323),f:Bacillariophyceae(0.1223),g:Nitzschia(0.0387)",Ochrophyta,Diatomea
163,"d:Eukaryota(0.9446),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0078),g:Nitzschia(0.0018)",Ochrophyta,Diatomea
164,"d:Eukaryota(0.7638),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Nitzschia(0.0015)",Ochrophyta,Diatomea
165,"d:Eukaryota(1.0000),p:Florideophycidae(0.7874),c:Rhodymeniophycidae(0.3431),o:Unknown_Order_1003051(0.2495),f:Unknown_Family_1003052(0.1315),g:Betaphycus(0.0180)",Florideophycidae,Rhodymeniophycidae
166,"d:Eukaryota(0.8768),p:Ciliophora(0.2258),c:Intramacronucleata(0.1259),o:Spirotrichea(0.0189),f:Euplotia(0.0073),g:Diophrys(0.0017)",Ciliophora,Intramacronucleata
167,"d:Eukaryota(0.5603),p:Basidiomycota(0.1058),c:Agaricomycetes(0.0559),o:Boletales(0.0100),f:Boletinellaceae(0.0033),g:Phlebopus(0.0013)",Basidiomycota,Agaricomycetes
168,"d:Eukaryota(0.7411),p:Arthropoda(0.1458),c:Arachnida(0.0793),o:Unknown_Order_1003345(0.0145),f:Unknown_Family_1003346(0.0056),g:Unknown_Genus_1001214(0.0015)",Arthropoda,Arachnida
169,"d:Eukaryota(0.5603),p:Ciliophora(0.0925),c:Intramacronucleata(0.0482),o:Spirotrichea(0.0100),f:Euplotia(0.0033),g:Diophrys(0.0013)",Ciliophora,Intramacronucleata
170,"d:Eukaryota(0.2664),p:Dinoflagellata(0.0225),c:Dinophyceae(0.0097),o:Gymnodiniphycidae(0.0032),f:Unknown_Family_1003853(0.0004),g:Gyrodinium(0.0007)",Dinoflagellata,Dinophyceae
171,"d:Eukaryota(1.0000),p:Ochrophyta(0.5652),c:Diatomea(0.3969),o:Bacillariophytina(0.1805),f:Bacillariophyceae(0.0946),g:Nitzschia(0.0298)",Ochrophyta,Diatomea
172,"d:Eukaryota(0.7411),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Coscinodiscophytina(0.0145),f:Fragilariales(0.0056),g:Licmophora(0.0015)",Ochrophyta,Diatomea
173,"d:Eukaryota(0.8316),p:Discosea(0.1725),c:Longamoebia(0.0948),o:Centramoebida(0.0167),f:Unknown_Family_1002759(0.0067),g:Acanthamoeba(0.0017)",Discosea,Longamoebia
174,"d:Eukaryota(0.7864),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0156),f:Mediophyceae(0.0061),g:Chaetoceros(0.0016)",Ochrophyta,Diatomea
175,"d:Eukaryota(1.0000),p:Protalveolata(0.2888),c:Syndiniales(0.1798),o:Unknown_Order_1003905(0.0769),f:Unknown_Family_1003906(0.0394),g:Amoebophrya(0.0121)",Protalveolata,Syndiniales
176,"d:Eukaryota(0.4699),p:Ochrophyta(0.0658),c:Diatomea(0.0326),o:Bacillariophytina(0.0078),f:Bacillariophyceae(0.0021),g:Nitzschia(0.0012)",Ochrophyta,Diatomea
177,"d:Eukaryota(0.8542),p:Dinoflagellata(0.1858),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0167),f:Unknown_Family_1003853(0.0067),g:Gyrodinium(0.0017)",Dinoflagellata,Dinophyceae
178,"d:Eukaryota(0.4020),p:Ochrophyta(0.0525),c:Diatomea(0.0248),o:Bacillariophytina(0.0067),f:Mediophyceae(0.0016),g:Chaetoceros(0.0011)",Ochrophyta,Diatomea
179,"d:Eukaryota(1.0000),p:Annelida(0.2717),c:Polychaeta(0.1635),o:Eunicida(0.0424),f:Unknown_Family_1003317(0.0209),g:Unknown_Genus_1001194(0.0062)",Annelida,Polychaeta
180,"d:Eukaryota(0.6507),p:Basidiomycota(0.1192),c:Agaricomycetes(0.0637),o:Hymenochaetales(0.0123),f:Rickenellaceae(0.0044),g:Skvortzovia(0.0014)",Basidiomycota,Agaricomycetes
181,"d:Eukaryota(1.0000),p:Protalveolata(0.2888),c:Syndiniales(0.1798),o:Unknown_Order_1003905(0.0769),f:Unknown_Family_1003906(0.0394),g:Amoebophrya(0.0121)",Protalveolata,Syndiniales
182,"d:Eukaryota(0.7411),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Fragilariopsis(0.0016)",Ochrophyta,Diatomea
183,"d:Eukaryota(1.0000),p:Ochrophyta(0.5899),c:Diatomea(0.5217),o:Coscinodiscophytina(0.2323),f:Fragilariales(0.1223),g:Licmophora(0.0387)",Ochrophyta,Diatomea
184,"d:Eukaryota(0.7185),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Unknown_Family_1003853(0.0056),g:Gyrodinium(0.0015)",Dinoflagellata,Dinophyceae
185,"d:Eukaryota(0.9220),p:Arthropoda(0.1992),c:Arachnida(0.1104),o:Araneae(0.0189),f:Unknown_Family_1003336(0.0078),g:Unknown_Genus_1001216(0.0018)",Arthropoda,Arachnida
186,"d:Eukaryota(0.9898),p:Ochrophyta(0.2546),c:Diatomea(0.1472),o:Bacillariophytina(0.0252),f:Bacillariophyceae(0.0090),g:Nitzschia(0.0019)",Ochrophyta,Diatomea
187,"d:Eukaryota(0.3568),p:Arthropoda(0.0265),c:Arachnida(0.0115),o:Amblypygi(0.0046),f:Unknown_Family_1003335(0.0006),g:Unknown_Genus_1001215(0.0009)",Arthropoda,Arachnida
188,"d:Eukaryota(1.0000),p:Discosea(0.2546),c:Longamoebia(0.1472),o:Centramoebida(0.0424),f:Unknown_Family_1002759(0.0209),g:Acanthamoeba(0.0062)",Discosea,Longamoebia
189,"d:Eukaryota(1.0000),p:Phragmoplastophyta(0.5113),c:Embryophyta(0.3920),o:Lamiales(0.2668),f:Unknown_Family_1002925(0.1410),g:Thunbergia(0.0466)",Phragmoplastophyta,Embryophyta
190,"d:Eukaryota(0.7185),p:Annelida(0.1458),c:Polychaeta(0.0793),o:Phyllodocida(0.0134),f:Unknown_Family_1003320(0.0050),g:Unknown_Genus_1001197(0.0015)",Annelida,Polychaeta
191,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3060),c:Incertae_Sedis_9341(0.1798),o:Unknown_Order_1003865(0.0769),f:Unknown_Family_1003866(0.0394),g:Blastodinium(0.0121)",Dinoflagellata,Incertae_Sedis_9341
192,"d:Eukaryota(1.0000),p:Mollusca(0.6278),c:Bivalvia(0.6316),o:Myoida(0.3022),f:Unknown_Family_1003495(0.1693),g:Unknown_Genus_1001390(0.0588)",Mollusca,Bivalvia
193,"d:Eukaryota(0.1760),p:Florideophycidae(0.0143),c:Rhodymeniophycidae(0.0062),o:Unknown_Order_1003051(0.0025),f:Unknown_Family_1003052(0.0003),g:Dudresnaya(0.0005)",Florideophycidae,Rhodymeniophycidae
194,"d:Eukaryota(0.8768),p:Arthropoda(0.2125),c:Arachnida(0.1026),o:Araneae(0.0178),f:Unknown_Family_1003336(0.0073),g:Unknown_Genus_1001216(0.0017)",Arthropoda,Arachnida
195,"d:Eukaryota(0.4473),p:Ochrophyta(0.0658),c:Diatomea(0.0326),o:Coscinodiscophytina(0.0078),f:Fragilariales(0.0021),g:Licmophora(0.0012)",Ochrophyta,Diatomea
196,"d:Eukaryota(0.8316),p:Apicomplexa(0.1725),c:Conoidasida(0.0948),o:Coccidia(0.0167),f:Eimeriorina(0.0067),g:Goussia(0.0017)",Apicomplexa,Conoidasida
197,"d:Eukaryota(0.9672),p:Arthropoda(0.2392),c:Arachnida(0.1259),o:Araneae(0.0212),f:Unknown_Family_1003336(0.0090),g:Unknown_Genus_1001216(0.0019)",Arthropoda,Arachnida
198,"d:Eukaryota(0.7411),p:Apicomplexa(0.1458),c:Aconoidasida(0.0793),o:Piroplasmorida(0.0145),f:Unknown_Family_1003818(0.0056),g:Theileria(0.0015)",Apicomplexa,Aconoidasida
199,"d:Eukaryota(0.2212),p:Mollusca(0.0184),c:Gastropoda(0.0080),o:Caenogastropoda(0.0032),f:Unknown_Family_1003512(0.0004),g:Unknown_Genus_1001409(0.0007)",Mollusca,Gastropoda
200,"d:Eukaryota(0.9672),p:Ochrophyta(0.2392),c:Diatomea(0.1337),o:Bacillariophytina(0.0212),f:Bacillariophyceae(0.0090),g:Nitzschia(0.0019)",Ochrophyta,Diatomea
201,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.5284),c:Trebouxiophyceae(0.2614),o:Incertae_Sedis_12702(0.1460),f:Unknown_Family_1003013(0.0762),g:Chloropyrula(0.0239)",Unknown_Phylum_1002968,Trebouxiophyceae
202,"d:Eukaryota(0.9672),p:Arthropoda(0.2258),c:Arachnida(0.1259),o:Opiliones(0.0201),f:Unknown_Family_1003337(0.0084),g:Unknown_Genus_1001217(0.0019)",Arthropoda,Arachnida
203,"d:Eukaryota(0.9898),p:Florideophycidae(0.3744),c:Rhodymeniophycidae(0.1472),o:Unknown_Order_1003051(0.0424),f:Unknown_Family_1003052(0.0209),g:Coelothrix(0.0019)",Florideophycidae,Rhodymeniophycidae
204,"d:Eukaryota(0.8994),p:Cnidaria(0.1992),c:Anthozoa(0.1104),o:Actiniaria(0.0189),f:Unknown_Family_1003256(0.0078),g:Unknown_Genus_1001555(0.0018)",Cnidaria,Anthozoa
205,"d:Eukaryota(0.9220),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Gymnodiniphycidae(0.0189),f:Gymnodinium_clade(0.0078),g:Gymnodinium(0.0018)",Dinoflagellata,Dinophyceae
206,"d:Eukaryota(1.0000),p:Ochrophyta(0.6945),c:Diatomea(0.6858),o:Bacillariophytina(0.2803),f:Bacillariophyceae(0.1504),g:Nitzschia(0.0426)",Ochrophyta,Diatomea
207,"d:Eukaryota(0.2890),p:Basidiomycota(0.0225),c:Agaricomycetes(0.0097),o:Boletales(0.0039),f:Boletaceae(0.0005),g:Strobilomyces(0.0008)",Basidiomycota,Agaricomycetes
208,"d:Eukaryota(0.7185),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0134),f:Bacillariophyceae(0.0050),g:Nitzschia(0.0015)",Ochrophyta,Diatomea
209,"d:Eukaryota(1.0000),p:Phragmoplastophyta(0.3060),c:Embryophyta(0.1961),o:Dendrocerotales(0.0942),f:Unknown_Family_1002829(0.0486),g:Megaceros(0.0150)",Phragmoplastophyta,Embryophyta
210,"d:Eukaryota(1.0000),p:Florideophycidae(0.7727),c:Corallinophycidae(0.5773),o:Unknown_Order_1003045(0.4808),f:Unknown_Family_1003046(0.4048),g:Unknown_Genus_1001110(0.0328)",Florideophycidae,Corallinophycidae
211,"d:Eukaryota(1.0000),p:Florideophycidae(0.5113),c:Rhodymeniophycidae(0.2451),o:Unknown_Order_1003051(0.1460),f:Unknown_Family_1003052(0.0762),g:Unknown_Genus_1001112(0.0121)",Florideophycidae,Rhodymeniophycidae
212,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2717),c:Dinophyceae(0.1635),o:Gymnodiniphycidae(0.0597),f:Unknown_Family_1003853(0.0302),g:Gyrodinium(0.0091)",Dinoflagellata,Dinophyceae
213,"d:Eukaryota(0.9672),p:Basidiomycota(0.2546),c:Agaricomycetes(0.1472),o:Trechisporales(0.0212),f:Hydnodontaceae(0.0090),g:uncultured_8267(0.0019)",Basidiomycota,Agaricomycetes
214,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.2392),c:Chlorophyceae(0.1337),o:Unknown_Order_1002976(0.0252),f:Unknown_Family_1002977(0.0117),g:Unknown_Genus_1001093(0.0032)",Unknown_Phylum_1002968,Chlorophyceae
215,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.6945),c:Chlorophyceae(0.3991),o:Unknown_Order_1002976(0.3022),f:Unknown_Family_1002977(0.1693),g:Unknown_Genus_1001093(0.0588)",Unknown_Phylum_1002968,Chlorophyceae
216,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0156),f:Suessiaceae(0.0061),g:Biecheleria(0.0016)",Dinoflagellata,Dinophyceae
217,"d:Eukaryota(0.7638),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Peridiniphycidae(0.0145),f:Peridiniales(0.0056),g:Diplopsalopsis(0.0015)",Dinoflagellata,Dinophyceae
218,"d:Eukaryota(0.9446),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Gymnodiniphycidae(0.0201),f:Unknown_Family_1003853(0.0084),g:Gyrodinium(0.0019)",Dinoflagellata,Dinophyceae
219,"d:Eukaryota(1.0000),p:Ciliophora(0.5645),c:Intramacronucleata(0.5217),o:Spirotrichea(0.3239),f:Hypotrichia(0.1410),g:Holosticha(0.0466)",Ciliophora,Intramacronucleata
220,"d:Eukaryota(0.7638),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0015)",Ochrophyta,Diatomea
221,"d:Eukaryota(0.8768),p:Dinoflagellata(0.1858),c:Dinophyceae(0.1026),o:Gymnodiniphycidae(0.0178),f:Unknown_Family_1003853(0.0073),g:Gyrodinium(0.0017)",Dinoflagellata,Dinophyceae
222,"d:Eukaryota(0.8316),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)",Ochrophyta,Diatomea
223,"d:Eukaryota(0.7864),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0016)",Ochrophyta,Diatomea
224,"d:Eukaryota(1.0000),p:Ochrophyta(0.6278),c:Diatomea(0.5773),o:Coscinodiscophytina(0.2323),f:Fragilariales(0.1223),g:Thalassionema(0.0387)",Ochrophyta,Diatomea
225,"d:Eukaryota(0.9898),p:Dinoflagellata(0.2258),c:Dinophyceae(0.1259),o:Peridiniphycidae(0.0212),f:Peridiniales(0.0090),g:Durinskia(0.0019)",Dinoflagellata,Dinophyceae
226,"d:Eukaryota(0.8994),p:Cryptomonadales(0.2125),c:Unknown_Class_1003091(0.1181),o:Unknown_Order_1003092(0.0201),f:Unknown_Family_1003093(0.0084),g:Teleaulax(0.0019)",Cryptomonadales,Unknown_Class_1003091
227,"d:Eukaryota(0.6959),p:SGUH942(0.1325),c:Unknown_Class_1003913(0.0715),o:Unknown_Order_1003914(0.0134),f:Unknown_Family_1003915(0.0050),g:Unknown_Genus_1001807(0.0015)",SGUH942,Unknown_Class_1003913
228,"d:Eukaryota(1.0000),p:Ciliophora(0.2392),c:Intramacronucleata(0.1337),o:Spirotrichea(0.0252),f:Hypotrichia(0.0117),g:Anteholosticha(0.0032)",Ciliophora,Intramacronucleata
229,"d:Eukaryota(0.7864),p:Arthropoda(0.1592),c:Arachnida(0.0870),o:Araneae(0.0156),f:Unknown_Family_1003336(0.0061),g:Unknown_Genus_1001216(0.0016)",Arthropoda,Arachnida
230,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3744),c:Dinophyceae(0.2614),o:Gymnodiniphycidae(0.1632),f:Gymnodinium_clade(0.0854),g:Gymnodinium(0.0269)",Dinoflagellata,Dinophyceae
231,"d:Eukaryota(0.3794),p:Ochrophyta(0.0525),c:Diatomea(0.0248),o:Bacillariophytina(0.0067),f:Mediophyceae(0.0016),g:Chaetoceros(0.0011)",Ochrophyta,Diatomea
232,"d:Eukaryota(1.0000),p:Florideophycidae(0.9247),c:Rhodymeniophycidae(0.7942),o:Unknown_Order_1003051(0.8109),f:Unknown_Family_1003052(0.8803),g:Coelothrix(0.1114)",Florideophycidae,Rhodymeniophycidae
233,"d:Eukaryota(0.8542),p:Brachiopoda(0.1725),c:Unknown_Class_1003448(0.0948),o:Unknown_Order_1003449(0.0167),f:Unknown_Family_1003450(0.0067),g:Unknown_Genus_1001313(0.0017)",Brachiopoda,Unknown_Class_1003448
234,"d:Eukaryota(1.0000),p:Echinodermata(0.9361),c:Holothuroidea(0.9746),o:Unknown_Order_1003470(0.9858),f:Unknown_Family_1003471(0.9667),g:Unknown_Genus_1001363(0.9516)",Echinodermata,Holothuroidea
235,"d:Eukaryota(0.9898),p:Basidiomycota(0.2717),c:Agaricomycetes(0.1635),o:Hymenochaetales(0.0201),f:Schizoporaceae(0.0084),g:Oxyporus(0.0019)",Basidiomycota,Agaricomycetes
236,"d:Eukaryota(0.5603),p:Ochrophyta(0.1058),c:Diatomea(0.0559),o:Bacillariophytina(0.0100),f:Bacillariophyceae(0.0033),g:Hantzschia(0.0013)",Ochrophyta,Diatomea
237,"d:Eukaryota(0.7638),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Euplotia(0.0056),g:Diophrys(0.0015)",Ciliophora,Intramacronucleata
238,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3915),c:Dinophyceae(0.2778),o:Incertae_Sedis_9268(0.1805),f:Unknown_Family_1003854(0.0946),g:Azadinium(0.0298)",Dinoflagellata,Dinophyceae
239,"d:Eukaryota(0.3116),p:Dinoflagellata(0.0265),c:Dinophyceae(0.0115),o:Gymnodiniphycidae(0.0046),f:Suessiaceae(0.0005),g:Unknown_Genus_1001773(0.0008)",Dinoflagellata,Dinophyceae
240,"d:Eukaryota(1.0000),p:Florideophycidae(0.7564),c:Rhodymeniophycidae(0.4661),o:Unknown_Order_1003051(0.3108),f:Unknown_Family_1003052(0.2691),g:Betaphycus(0.0387)",Florideophycidae,Rhodymeniophycidae
241,"d:Eukaryota(1.0000),p:Ciliophora(0.3231),c:Intramacronucleata(0.2125),o:Spirotrichea(0.0769),f:Euplotia(0.0209),g:Diophrys(0.0062)",Ciliophora,Intramacronucleata
242,"d:Eukaryota(1.0000),p:Mollusca(0.7770),c:Bivalvia(0.9178),o:Myoida(0.7919),f:Unknown_Family_1003495(0.8455),g:Unknown_Genus_1001390(0.8431)",Mollusca,Bivalvia
243,"d:Eukaryota(0.9220),p:Cryptomonadales(0.2125),c:Unknown_Class_1003091(0.1181),o:Unknown_Order_1003092(0.0201),f:Unknown_Family_1003093(0.0084),g:Teleaulax(0.0019)",Cryptomonadales,Unknown_Class_1003091
244,"d:Eukaryota(1.0000),p:Florideophycidae(0.4257),c:Rhodymeniophycidae(0.1961),o:Unknown_Order_1003051(0.0942),f:Unknown_Family_1003052(0.0486),g:Dictyothamnion(0.0062)",Florideophycidae,Rhodymeniophycidae
