OTU ,Taxa,Phylum,Class
4691,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.9550),c:Unknown_Class_1002231(0.9464),o:Unknown_Order_1002232(0.9462),f:Unknown_Family_1002233(0.9179),g:Unknown_Genus_1000354(0.9601)",Candidate_division_OP3,Unknown_Class_1002231
4692,"d:Bacteria(1.0000),p:Proteobacteria(0.8876),c:Alphaproteobacteria(0.9046),o:Rhizobiales(0.6943),f:Hyphomicrobiaceae(0.4500),g:Maritalea(0.0825)",Proteobacteria,Alphaproteobacteria
4693,"d:Archaea(0.1727),p:Euryarchaeota(0.0261),c:Methanomicrobia(0.0170),o:ANME_1(0.0041),f:ANME_1a(0.0017),g:Unknown_Genus_1000025(0.0001)",Euryarchaeota,Methanomicrobia
4694,"d:Bacteria(1.0000),p:Proteobacteria(0.7815),c:TA18(0.6688),o:Unknown_Order_1002648(0.5939),f:Unknown_Family_1002649(0.4137),g:Unknown_Genus_1000997(0.1264)",Proteobacteria,TA18
4695,"d:Bacteria(1.0000),p:Elusimicrobia(0.4987),c:Elusimicrobia(0.2800),o:Lineage_IIa(0.0501),f:Unknown_Family_1002354(0.0173),g:Unknown_Genus_1000463(0.0008)",Elusimicrobia,Elusimicrobia
4696,"d:Bacteria(1.0000),p:Acidobacteria(0.7638),c:Holophagae(0.7396),o:Acanthopleuribacterales(0.6396),f:Acanthopleuribacteraceae(0.4681),g:Acanthopleuribacter(0.3044)",Acidobacteria,Holophagae
4697,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Sphingobacteriia(0.9778),o:Sphingobacteriales(0.9836),f:NS11_12_marine_group(0.9827),g:Unknown_Genus_1000336(0.9789)",Bacteroidetes,Sphingobacteriia
4698,"d:Archaea(0.7559),p:Woesearchaeota__DHVEG_6_(0.4987),c:Unknown_Class_1002110(0.2800),o:Unknown_Order_1002111(0.1747),f:Unknown_Family_1002112(0.0810),g:Unknown_Genus_1000128(0.0048)",Woesearchaeota__DHVEG_6_,Unknown_Class_1002110
4699,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Cytophagia(0.1849),o:Cytophagales(0.1219),f:Flammeovirgaceae(0.0428),g:Reichenbachiella(0.0022)",Bacteroidetes,Cytophagia
4700,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Bacteroidetes_BD2_2(0.3335),o:Unknown_Order_1002204(0.2011),f:Unknown_Family_1002205(0.1002),g:Unknown_Genus_1000259(0.0061)",Bacteroidetes,Bacteroidetes_BD2_2
4701,"d:Bacteria(1.0000),p:Proteobacteria(0.7152),c:Deltaproteobacteria(0.6106),o:Desulfuromonadales(0.3172),f:GR_WP33_58(0.1934),g:Unknown_Genus_1000817(0.0176)",Proteobacteria,Deltaproteobacteria
4702,"d:Bacteria(1.0000),p:Chloroflexi(0.9718),c:Anaerolineae(0.9788),o:Anaerolineales(0.9843),f:Anaerolineaceae(0.9820),g:uncultured_1395(0.9813)",Chloroflexi,Anaerolineae
4703,"d:Bacteria(1.0000),p:Bacteroidetes(0.5263),c:Bacteroidetes_BD2_2(0.0650),o:Unknown_Order_1002204(0.0262),f:Unknown_Family_1002205(0.0103),g:Unknown_Genus_1000259(0.0006)",Bacteroidetes,Bacteroidetes_BD2_2
4704,"d:Bacteria(1.0000),p:Proteobacteria(0.5540),c:Deltaproteobacteria(0.1849),o:Myxococcales(0.1219),f:Sandaracinaceae(0.0428),g:Sandaracinus(0.0022)",Proteobacteria,Deltaproteobacteria
4705,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Deltaproteobacteria(0.7160),o:Bdellovibrionales(0.5939),f:Bacteriovoracaceae(0.4137),g:Halobacteriovorax(0.0176)",Proteobacteria,Deltaproteobacteria
4706,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.4987),c:Unknown_Class_1002110(0.2800),o:Unknown_Order_1002111(0.1747),f:Unknown_Family_1002112(0.0810),g:Unknown_Genus_1000128(0.0048)",Woesearchaeota__DHVEG_6_,Unknown_Class_1002110
4707,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.9550),c:Unknown_Class_1002231(0.9464),o:Unknown_Order_1002232(0.9462),f:Unknown_Family_1002233(0.9179),g:Unknown_Genus_1000354(0.9601)",Candidate_division_OP3,Unknown_Class_1002231
4708,"d:Bacteria(1.0000),p:Bacteroidetes(0.5817),c:Sphingobacteriia(0.3870),o:Sphingobacteriales(0.2275),f:Chitinophagaceae(0.0619),g:uncultured_1252(0.0035)",Bacteroidetes,Sphingobacteriia
4709,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.6403),o:Sphingobacteriales(0.5634),f:Saprospiraceae(0.3231),g:Unknown_Genus_1000341(0.0104)",Bacteroidetes,Sphingobacteriia
4710,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Bdellovibrionales(0.5939),f:Bdellovibrionaceae(0.4137),g:OM27_clade(0.1264)",Proteobacteria,Deltaproteobacteria
4711,"d:Bacteria(1.0000),p:TM6(0.9724),c:Unknown_Class_1002679(0.9792),o:Unknown_Order_1002680(0.9845),f:Unknown_Family_1002681(0.9818),g:Unknown_Genus_1001022(0.9821)",TM6,Unknown_Class_1002679
4712,"d:Archaea(0.9054),p:Woesearchaeota__DHVEG_6_(0.3446),c:Unknown_Class_1002110(0.1546),o:Unknown_Order_1002111(0.0980),f:Unknown_Family_1002112(0.0312),g:Unknown_Genus_1000128(0.0014)",Woesearchaeota__DHVEG_6_,Unknown_Class_1002110
4713,"d:Bacteria(1.0000),p:Bacteroidetes(0.7233),c:Sphingobacteriia(0.5474),o:Sphingobacteriales(0.3172),f:Chitinophagaceae(0.1934),g:uncultured_1252(0.0176)",Bacteroidetes,Sphingobacteriia
4714,"d:Bacteria(1.0000),p:Chloroflexi(0.7125),c:Anaerolineae(0.5957),o:Anaerolineales(0.3877),f:Anaerolineaceae(0.2467),g:uncultured_1395(0.0212)",Chloroflexi,Anaerolineae
4715,"d:Bacteria(1.0000),p:Planctomycetes(0.9614),c:Planctomycetacia(0.7867),o:Planctomycetales(0.6701),f:Planctomycetaceae(0.5583),g:Planctomyces(0.0679)",Planctomycetes,Planctomycetacia
4716,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.9560),c:Unknown_Class_1002110(0.9519),o:Unknown_Order_1002111(0.9707),f:Unknown_Family_1002112(0.9283),g:Unknown_Genus_1000128(0.9729)",Woesearchaeota__DHVEG_6_,Unknown_Class_1002110
4717,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.7206),c:Unknown_Class_1002231(0.6254),o:Unknown_Order_1002232(0.5288),f:Unknown_Family_1002233(0.3412),g:Unknown_Genus_1000354(0.0679)",Candidate_division_OP3,Unknown_Class_1002231
4718,"d:Bacteria(1.0000),p:Deinococcus_Thermus(0.9691),c:Deinococci(0.9775),o:Deinococcales(0.9834),f:Trueperaceae(0.6043),g:Truepera(0.5700)",Deinococcus_Thermus,Deinococci
4719,"d:Bacteria(0.1727),p:Proteobacteria(0.0136),c:Alphaproteobacteria(0.0089),o:Rickettsiales(0.0022),f:Anaplasmataceae(0.0011),g:Wolbachia(0.0001)",Proteobacteria,Alphaproteobacteria
4720,"d:Bacteria(1.0000),p:Gracilibacteria(0.9698),c:Unknown_Class_1002391(0.9778),o:Unknown_Order_1002392(0.9836),f:Unknown_Family_1002393(0.9827),g:Unknown_Genus_1000568(0.9789)",Gracilibacteria,Unknown_Class_1002391
4721,"d:Bacteria(1.0000),p:Bacteroidetes(0.8346),c:Flavobacteriia(0.8339),o:Flavobacteriales(0.7223),f:Flavobacteriaceae(0.6504),g:Leeuwenhoekiella(0.0386)",Bacteroidetes,Flavobacteriia
4722,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.9571),c:Unknown_Class_1002231(0.9573),o:Unknown_Order_1002232(0.9720),f:Unknown_Family_1002233(0.9387),g:Unknown_Genus_1000354(0.9731)",Candidate_division_OP3,Unknown_Class_1002231
4723,"d:Bacteria(1.0000),p:Bacteroidetes(0.7261),c:Bacteroidia(0.6106),o:Bacteroidales(0.4582),f:Marinilabiaceae(0.2999),g:Marinifilum(0.0283)",Bacteroidetes,Bacteroidia
4724,"d:Bacteria(1.0000),p:Planctomycetes(0.7261),c:Phycisphaerae(0.6403),o:MSBL9(0.2011),f:Unknown_Family_1002506(0.1002),g:Unknown_Genus_1000634(0.0061)",Planctomycetes,Phycisphaerae
4725,"d:Bacteria(0.9802),p:Elusimicrobia(0.2393),c:Elusimicrobia(0.0942),o:Lineage_IIa(0.0232),f:Unknown_Family_1002354(0.0084),g:Unknown_Genus_1000463(0.0005)",Elusimicrobia,Elusimicrobia
4726,"d:Bacteria(1.0000),p:Planctomycetes(0.6924),c:Phycisphaerae(0.5883),o:Phycisphaerales(0.2539),f:Phycisphaeraceae(0.1402),g:FS140_16B_02_marine_group(0.0014)",Planctomycetes,Phycisphaerae
4727,"d:Bacteria(1.0000),p:Bacteroidetes(0.9711),c:Cytophagia(0.9046),o:Cytophagales(0.8063),f:Cytophagaceae(0.7884),g:uncultured_1034(0.0533)",Bacteroidetes,Cytophagia
4728,"d:Bacteria(1.0000),p:Planctomycetes(0.6647),c:Pla4_lineage(0.3870),o:Unknown_Order_1002516(0.2275),f:Unknown_Family_1002517(0.1193),g:Unknown_Genus_1000650(0.0073)",Planctomycetes,Pla4_lineage
4729,"d:Bacteria(1.0000),p:Firmicutes(0.9624),c:Clostridia(0.9627),o:Clostridiales(0.9733),f:Christensenellaceae(0.9179),g:uncultured_1868(0.9601)",Firmicutes,Clostridia
4730,"d:Bacteria(0.8556),p:Firmicutes(0.1355),c:Clostridia(0.0486),o:Clostridiales(0.0171),f:Family_XII_1952(0.0065),g:Acidaminobacter(0.0004)",Firmicutes,Clostridia
4731,"d:Bacteria(1.0000),p:Bacteroidetes(0.3446),c:Flavobacteriia(0.1244),o:Flavobacteriales(0.0741),f:R103_B20(0.0243),g:Unknown_Genus_1000317(0.0011)",Bacteroidetes,Flavobacteriia
4732,"d:Bacteria(1.0000),p:Planctomycetes(0.7815),c:Planctomycetacia(0.7396),o:Planctomycetales(0.6396),f:Planctomycetaceae(0.4681),g:Planctomyces(0.0283)",Planctomycetes,Planctomycetacia
4733,"d:Bacteria(1.0000),p:Proteobacteria(0.8699),c:Deltaproteobacteria(0.8103),o:Myxococcales(0.6701),f:P3OB_42(0.5583),g:Unknown_Genus_1000845(0.4815)",Proteobacteria,Deltaproteobacteria
4734,"d:Bacteria(1.0000),p:Proteobacteria(0.6371),c:Deltaproteobacteria(0.5474),o:Oligoflexales(0.2819),f:Oligoflexaceae(0.1668),g:Unknown_Genus_1000854(0.0140)",Proteobacteria,Deltaproteobacteria
4735,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Deltaproteobacteria(0.7160),o:Oligoflexales(0.5939),f:Oligoflexaceae(0.4137),g:Unknown_Genus_1000854(0.1264)",Proteobacteria,Deltaproteobacteria
4736,"d:Bacteria(1.0000),p:TM6(0.7638),c:Unknown_Class_1002679(0.7396),o:Unknown_Order_1002680(0.6396),f:Unknown_Family_1002681(0.4681),g:Unknown_Genus_1001022(0.3044)",TM6,Unknown_Class_1002679
4737,"d:Bacteria(0.7559),p:Parcubacteria(0.1706),c:Unknown_Class_1002476(0.0568),o:Unknown_Order_1002477(0.0212),f:Unknown_Family_1002478(0.0078),g:Unknown_Genus_1000615(0.0004)",Parcubacteria,Unknown_Class_1002476
4738,"d:Archaea(0.3821),p:Woesearchaeota__DHVEG_6_(0.0827),c:Unknown_Class_1002110(0.0364),o:Unknown_Order_1002111(0.0110),f:Unknown_Family_1002112(0.0047),g:Unknown_Genus_1000128(0.0003)",Woesearchaeota__DHVEG_6_,Unknown_Class_1002110
4739,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Sphingobacteriia(0.6032),o:Sphingobacteriales(0.4230),f:WCHB1_69(0.2467),g:Unknown_Genus_1000345(0.0247)",Bacteroidetes,Sphingobacteriia
4740,"d:Bacteria(0.3821),p:Proteobacteria(0.0261),c:Alphaproteobacteria(0.0170),o:Rickettsiales(0.0041),f:Rickettsiales_Incertae_Sedis_2786(0.0017),g:Candidatus_Lariskella(0.0001)",Proteobacteria,Alphaproteobacteria
4741,"d:Bacteria(0.2824),p:Bacteroidetes(0.0136),c:Sphingobacteriia(0.0089),o:Sphingobacteriales(0.0022),f:ST_12K33(0.0011),g:Unknown_Genus_1000344(0.0001)",Bacteroidetes,Sphingobacteriia
4742,"d:Bacteria(1.0000),p:Chlorobi(0.8169),c:Ignavibacteria(0.8103),o:Ignavibacteriales(0.6943),f:IheB3_7(0.2999),g:Unknown_Genus_1000368(0.0386)",Chlorobi,Ignavibacteria
4743,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.3335),o:Sphingobacteriales(0.2011),f:WCHB1_69(0.1002),g:Unknown_Genus_1000345(0.0061)",Bacteroidetes,Sphingobacteriia
4744,"d:Bacteria(1.0000),p:Firmicutes(0.8699),c:Clostridia(0.7396),o:Clostridiales(0.6396),f:Defluviitaleaceae(0.3412),g:Defluviitalea(0.0679)",Firmicutes,Clostridia
4745,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.7342),c:Unknown_Class_1002231(0.6924),o:Unknown_Order_1002232(0.6091),f:Unknown_Family_1002233(0.4319),g:Unknown_Genus_1000354(0.1411)",Candidate_division_OP3,Unknown_Class_1002231
4746,"d:Bacteria(1.0000),p:PAUC34f(0.7206),c:Unknown_Class_1002479(0.6254),o:Unknown_Order_1002480(0.5288),f:Unknown_Family_1002481(0.3412),g:Unknown_Genus_1000616(0.0679)",PAUC34f,Unknown_Class_1002479
4747,"d:Bacteria(1.0000),p:Firmicutes(0.9840),c:Clostridia(0.9835),o:Clostridiales(0.9909),f:Ruminococcaceae(0.9845),g:Oscillibacter(0.5700)",Firmicutes,Clostridia
4748,"d:Bacteria(1.0000),p:Actinobacteria(1.0000),c:Actinobacteria(0.9778),o:Corynebacteriales(0.9796),f:Mycobacteriaceae(0.9283),g:Mycobacterium(0.9729)",Actinobacteria,Actinobacteria
4749,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Deltaproteobacteria(0.6477),o:Bdellovibrionales(0.5634),f:Bacteriovoracaceae(0.3775),g:Halobacteriovorax(0.0073)",Proteobacteria,Deltaproteobacteria
4750,"d:Bacteria(1.0000),p:PAUC34f(0.9624),c:Unknown_Class_1002479(0.9801),o:Unknown_Order_1002480(0.9783),f:Unknown_Family_1002481(0.9848),g:Unknown_Genus_1000616(0.9744)",PAUC34f,Unknown_Class_1002479
4751,"d:Bacteria(0.8556),p:Fibrobacteres(0.1706),c:Fibrobacteria(0.0568),o:Fibrobacterales(0.0212),f:Fibrobacteraceae(0.0072),g:possible_genus_06(0.0004)",Fibrobacteres,Fibrobacteria
4752,"d:Bacteria(1.0000),p:Cyanobacteria(0.7179),c:ML635J_21(0.6180),o:Unknown_Order_1002344(0.4935),f:Unknown_Family_1002345(0.3231),g:Unknown_Genus_1000454(0.0533)",Cyanobacteria,ML635J_21
4753,"d:Bacteria(1.0000),p:Actinobacteria(0.7179),c:Acidimicrobiia(0.6032),o:Acidimicrobiales(0.4230),f:OM1_clade(0.1402),g:Unknown_Genus_1000184(0.0104)",Actinobacteria,Acidimicrobiia
4754,"d:Bacteria(0.9303),p:Gracilibacteria(0.1882),c:Unknown_Class_1002391(0.0609),o:Unknown_Order_1002392(0.0232),f:Unknown_Family_1002393(0.0084),g:Unknown_Genus_1000568(0.0005)",Gracilibacteria,Unknown_Class_1002391
4755,"d:Bacteria(1.0000),p:Proteobacteria(0.9582),c:Gammaproteobacteria(0.8575),o:Chromatiales(0.7223),f:Chromatiaceae(0.6504),g:Nitrosococcus(0.6585)",Proteobacteria,Gammaproteobacteria
4756,"d:Bacteria(1.0000),p:Planctomycetes(0.8522),c:OM190(0.7396),o:Unknown_Order_1002492(0.6396),f:Unknown_Family_1002493(0.4681),g:Unknown_Genus_1000622(0.3044)",Planctomycetes,OM190
4757,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Deltaproteobacteria(0.6477),o:Bdellovibrionales(0.5634),f:Bacteriovoracaceae(0.3775),g:Halobacteriovorax(0.0073)",Proteobacteria,Deltaproteobacteria
4758,"d:Bacteria(1.0000),p:Spirochaetae(0.7342),c:Spirochaetes(0.6924),o:Spirochaetales(0.6091),f:Spirochaetaceae(0.4319),g:Spirochaeta_2(0.0679)",Spirochaetae,Spirochaetes
4759,"d:Bacteria(1.0000),p:Bacteroidetes(0.7992),c:Bacteroidetes_BD2_2(0.6032),o:Unknown_Order_1002204(0.4230),f:Unknown_Family_1002205(0.2733),g:Unknown_Genus_1000259(0.0283)",Bacteroidetes,Bacteroidetes_BD2_2
4760,"d:Bacteria(0.8306),p:Firmicutes(0.1355),c:Clostridia(0.0486),o:Clostridiales(0.0171),f:Peptostreptococcaceae(0.0065),g:Peptoclostridium(0.0004)",Firmicutes,Clostridia
4761,"d:Bacteria(0.3821),p:TM6(0.0261),c:Unknown_Class_1002679(0.0170),o:Unknown_Order_1002680(0.0041),f:Unknown_Family_1002681(0.0020),g:Unknown_Genus_1001022(0.0002)",TM6,Unknown_Class_1002679
4762,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Gammaproteobacteria(0.6477),o:Legionellales(0.5288),f:Coxiellaceae(0.3412),g:Coxiella(0.0679)",Proteobacteria,Gammaproteobacteria
4763,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Alphaproteobacteria(0.5957),o:Rickettsiales(0.2539),f:Rickettsiales_Incertae_Sedis_2786(0.1402),g:Candidatus_Captivus(0.0104)",Proteobacteria,Alphaproteobacteria
4764,"d:Bacteria(1.0000),p:Bacteroidetes(0.5817),c:Flavobacteriia(0.4405),o:Flavobacteriales(0.2539),f:Flavobacteriaceae(0.1402),g:Aquibacter(0.0035)",Bacteroidetes,Flavobacteriia
4765,"d:Bacteria(0.7060),p:Firmicutes(0.1706),c:Clostridia(0.0568),o:Clostridiales(0.0212),f:Ruminococcaceae(0.0078),g:uncultured_2071(0.0004)",Firmicutes,Clostridia
4766,"d:Bacteria(0.9802),p:Parcubacteria(0.3973),c:Unknown_Class_1002476(0.1849),o:Unknown_Order_1002477(0.1219),f:Unknown_Family_1002478(0.0428),g:Unknown_Genus_1000615(0.0022)",Parcubacteria,Unknown_Class_1002476
4767,"d:Bacteria(1.0000),p:Planctomycetes(0.7288),c:Planctomycetacia(0.6254),o:Planctomycetales(0.5288),f:Planctomycetaceae(0.3412),g:Planctomyces(0.0247)",Planctomycetes,Planctomycetacia
4768,"d:Bacteria(1.0000),p:Proteobacteria(0.7342),c:Deltaproteobacteria(0.6924),o:Sva0485(0.4230),f:Unknown_Family_1002580(0.2733),g:Unknown_Genus_1000859(0.0283)",Proteobacteria,Deltaproteobacteria
4769,"d:Bacteria(1.0000),p:Lentisphaerae(0.9053),c:Lentisphaeria(0.6688),o:Victivallales(0.5939),f:Victivallaceae(0.4137),g:Victivallis(0.1264)",Lentisphaerae,Lentisphaeria
4770,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Deltaproteobacteria(0.6688),o:Myxococcales(0.5288),f:UASB_TL25(0.2467),g:Unknown_Genus_1000849(0.0247)",Proteobacteria,Deltaproteobacteria
4771,"d:Bacteria(1.0000),p:Cyanobacteria(0.7462),c:Melainabacteria(0.7160),o:Gastranaerophilales(0.5786),f:Unknown_Family_1002341(0.3956),g:Unknown_Genus_1000451(0.1118)",Cyanobacteria,Melainabacteria
4772,"d:Bacteria(1.0000),p:Proteobacteria(0.6924),c:Deltaproteobacteria(0.5957),o:Bdellovibrionales(0.3524),f:Bacteriovoracaceae(0.2201),g:uncultured_3097(0.0048)",Proteobacteria,Deltaproteobacteria
4773,"d:Bacteria(1.0000),p:Proteobacteria(0.4987),c:Deltaproteobacteria(0.1849),o:Desulfuromonadales(0.0501),f:GR_WP33_58(0.0173),g:Unknown_Genus_1000817(0.0008)",Proteobacteria,Deltaproteobacteria
4774,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Deltaproteobacteria(0.7396),o:Bdellovibrionales(0.6244),f:Bacteriovoracaceae(0.4500),g:uncultured_3097(0.0176)",Proteobacteria,Deltaproteobacteria
4775,"d:Bacteria(1.0000),p:Proteobacteria(0.8346),c:Deltaproteobacteria(0.7867),o:Desulfovibrionales(0.6701),f:Desulfovibrionaceae(0.4500),g:Desulfovibrio(0.2159)",Proteobacteria,Deltaproteobacteria
4776,"d:Bacteria(1.0000),p:Verrucomicrobia(0.9656),c:Opitutae(0.9790),o:Puniceicoccales(0.5939),f:Puniceicoccaceae(0.4137),g:Pelagicoccus(0.1264)",Verrucomicrobia,Opitutae
4777,"d:Bacteria(1.0000),p:Proteobacteria(0.3973),c:Alphaproteobacteria(0.1546),o:Rhizobiales(0.0501),f:Brucellaceae(0.0173),g:Ochrobactrum(0.0008)",Proteobacteria,Alphaproteobacteria
4778,"d:Bacteria(1.0000),p:Bacteroidetes(0.9230),c:Flavobacteriia(0.9302),o:Flavobacteriales(0.8623),f:NS9_marine_group(0.8344),g:Unknown_Genus_1000316(0.8663)",Bacteroidetes,Flavobacteriia
4779,"d:Bacteria(0.3821),p:Proteobacteria(0.0261),c:Alphaproteobacteria(0.0143),o:Rickettsiales(0.0035),f:uncultured_2806(0.0017),g:Unknown_Genus_1000737(0.0001)",Proteobacteria,Alphaproteobacteria
4780,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.6924),o:Oligoflexales(0.5634),f:Oligoflexaceae(0.3775),g:Unknown_Genus_1000854(0.0972)",Proteobacteria,Deltaproteobacteria
4781,"d:Bacteria(1.0000),p:Omnitrophica(0.5817),c:NPL_UPA2(0.4405),o:Unknown_Order_1002474(0.2539),f:Unknown_Family_1002475(0.1402),g:Unknown_Genus_1000614(0.0104)",Omnitrophica,NPL_UPA2
4782,"d:Bacteria(0.5067),p:Firmicutes(0.0827),c:Negativicutes(0.0364),o:Selenomonadales(0.0110),f:Veillonellaceae(0.0047),g:Megamonas(0.0003)",Firmicutes,Negativicutes
4783,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.9685),c:Unknown_Class_1002231(0.9775),o:Unknown_Order_1002232(0.9832),f:Unknown_Family_1002233(0.9831),g:Unknown_Genus_1000354(0.9772)",Candidate_division_OP3,Unknown_Class_1002231
4784,"d:Bacteria(1.0000),p:Spirochaetae(0.8346),c:Spirochaetes(0.8339),o:Spirochaetales(0.7223),f:Leptospiraceae(0.4500),g:uncultured_3881(0.2159)",Spirochaetae,Spirochaetes
4785,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Bacteroidetes_BD2_2(0.5474),o:Unknown_Order_1002204(0.3172),f:Unknown_Family_1002205(0.1934),g:Unknown_Genus_1000259(0.0176)",Bacteroidetes,Bacteroidetes_BD2_2
4786,"d:Bacteria(0.3073),p:Parcubacteria(0.0303),c:Unknown_Class_1002476(0.0197),o:Unknown_Order_1002477(0.0048),f:Unknown_Family_1002478(0.0024),g:Unknown_Genus_1000615(0.0002)",Parcubacteria,Unknown_Class_1002476
4787,"d:Bacteria(0.1124),p:Proteobacteria(0.0095),c:Alphaproteobacteria(0.0062),o:Rickettsiales(0.0015),f:Anaplasmataceae(0.0007),g:Wolbachia(0.0001)",Proteobacteria,Alphaproteobacteria
4788,"d:Bacteria(1.0000),p:Proteobacteria(0.9053),c:Gammaproteobacteria(0.8103),o:Legionellales(0.6396),f:Coxiellaceae(0.4681),g:Coxiella(0.3044)",Proteobacteria,Gammaproteobacteria
4789,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Deltaproteobacteria(1.0000),o:Oligoflexales(1.0000),f:Oligoflexaceae(1.0000),g:Unknown_Genus_1000854(1.0000)",Proteobacteria,Deltaproteobacteria
4790,"d:Bacteria(0.9303),p:Proteobacteria(0.1706),c:Alphaproteobacteria(0.0568),o:Rickettsiales(0.0212),f:SM2D12(0.0078),g:Unknown_Genus_1000734(0.0004)",Proteobacteria,Alphaproteobacteria
4791,"d:Bacteria(1.0000),p:Planctomycetes(0.9603),c:Planctomycetacia(0.7160),o:Planctomycetales(0.6244),f:Planctomycetaceae(0.4500),g:Rhodopirellula(0.0140)",Planctomycetes,Planctomycetacia
4792,"d:Bacteria(1.0000),p:Proteobacteria(0.9656),c:Gammaproteobacteria(0.9681),o:Oceanospirillales(0.9720),f:SS1_B_06_26(0.9387),g:Unknown_Genus_1000953(0.9731)",Proteobacteria,Gammaproteobacteria
4793,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Deltaproteobacteria(0.9410),o:Oligoflexales(0.8903),f:Oligoflexaceae(0.8971),g:Unknown_Genus_1000854(0.9132)",Proteobacteria,Deltaproteobacteria
4794,"d:Bacteria(1.0000),p:Planctomycetes(0.9571),c:OM190(0.9464),o:Unknown_Order_1002492(0.9462),f:Unknown_Family_1002493(0.9179),g:Unknown_Genus_1000622(0.9601)",Planctomycetes,OM190
4795,"d:Bacteria(1.0000),p:Proteobacteria(0.8699),c:TA18(0.7396),o:Unknown_Order_1002648(0.6396),f:Unknown_Family_1002649(0.4681),g:Unknown_Genus_1000997(0.3044)",Proteobacteria,TA18
4796,"d:Archaea(0.3073),p:Euryarchaeota(0.0386),c:Methanomicrobia(0.0224),o:ANME_1(0.0048),f:Unknown_Family_1001997(0.0024),g:Unknown_Genus_1000024(0.0002)",Euryarchaeota,Methanomicrobia
4797,"d:Bacteria(0.8057),p:Proteobacteria(0.1355),c:Alphaproteobacteria(0.0445),o:Caulobacterales(0.0151),f:Hyphomonadaceae(0.0059),g:Robiginitomaculum(0.0004)",Proteobacteria,Alphaproteobacteria
4798,"d:Bacteria(1.0000),p:Verrucomicrobia(0.7261),c:Opitutae(0.6403),o:Puniceicoccales(0.3524),f:Puniceicoccaceae(0.2201),g:Pelagicoccus(0.0140)",Verrucomicrobia,Opitutae
4799,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.4987),c:Unknown_Class_1002231(0.2800),o:Unknown_Order_1002232(0.1747),f:Unknown_Family_1002233(0.0810),g:Unknown_Genus_1000354(0.0048)",Candidate_division_OP3,Unknown_Class_1002231
4800,"d:Bacteria(1.0000),p:Proteobacteria(0.7206),c:Deltaproteobacteria(0.6254),o:Bdellovibrionales(0.4582),f:Bdellovibrionaceae(0.2999),g:OM27_clade(0.0386)",Proteobacteria,Deltaproteobacteria
4801,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Deltaproteobacteria(0.4939),o:Bdellovibrionales(0.2819),f:Bdellovibrionaceae(0.1668),g:OM27_clade(0.0140)",Proteobacteria,Deltaproteobacteria
4802,"d:Bacteria(0.9303),p:Parcubacteria(0.3973),c:Unknown_Class_1002476(0.1849),o:Unknown_Order_1002477(0.1219),f:Unknown_Family_1002478(0.0428),g:Unknown_Genus_1000615(0.0022)",Parcubacteria,Unknown_Class_1002476
4803,"d:Archaea(0.8556),p:Woesearchaeota__DHVEG_6_(0.2920),c:Unknown_Class_1002110(0.1244),o:Unknown_Order_1002111(0.0741),f:Unknown_Family_1002112(0.0243),g:Unknown_Genus_1000128(0.0011)",Woesearchaeota__DHVEG_6_,Unknown_Class_1002110
4804,"d:Bacteria(1.0000),p:Gemmatimonadetes(0.7815),c:Gemmatimonadetes(0.7631),o:BD2_11_terrestrial_group(0.6091),f:Unknown_Family_1002387(0.4319),g:Unknown_Genus_1000562(0.1411)",Gemmatimonadetes,Gemmatimonadetes
