"Supplemental Table 1. Assigned Prokaryotic, 16S Taxa to OTU ID",,,,,,,,,
,,,,,,,,,
,OTU,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
3992,3991,"d:Bacteria(1.0000),p:Fibrobacteres(0.5263),c:Fibrobacteria(0.3335),o:possible_order_07(0.2011),f:Unknown_Family_1002363(0.1002),g:Unknown_Genus_1000484(0.0061)",Bacteria,Fibrobacteres,Fibrobacteria,possible_order_07,Unknown_Family_1002363,Unknown_Genus_1000484,NA
3993,3992,"d:Bacteria(1.0000),p:Bacteroidetes(0.9646),c:Sphingobacteriia(0.9789),o:Sphingobacteriales(0.9771),f:Saprospiraceae(0.9179),g:Lewinella(0.8898)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella,NA
3994,3993,"d:Bacteria(1.0000),p:Proteobacteria(0.5817),c:Deltaproteobacteria(0.3870),o:Sva0485(0.1483),f:Unknown_Family_1002580(0.0619),g:Unknown_Genus_1000859(0.0035)",Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,Unknown_Family_1002580,Unknown_Genus_1000859,NA
3995,3994,"d:Bacteria(1.0000),p:Proteobacteria(0.4500),c:Deltaproteobacteria(0.0942),o:Sva0485(0.0262),f:Unknown_Family_1002580(0.0103),g:Unknown_Genus_1000859(0.0006)",Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,Unknown_Family_1002580,Unknown_Genus_1000859,NA
3996,3995,"d:Bacteria(1.0000),p:Bacteroidetes(0.6094),c:Sphingobacteriia(0.1849),o:Sphingobacteriales(0.1219),f:WCHB1_69(0.0428),g:Unknown_Genus_1000345(0.0022)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,WCHB1_69,Unknown_Genus_1000345,NA
3997,3996,"d:Bacteria(1.0000),p:Proteobacteria(0.7261),c:Deltaproteobacteria(0.6329),o:Bdellovibrionales(0.4230),f:Bdellovibrionaceae(0.2733),g:OM27_clade(0.0283)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
3998,3997,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:Sphingobacteriia(0.7160),o:Sphingobacteriales(0.6244),f:Chitinophagaceae(0.4500),g:uncultured_1252(0.2159)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,NA
3999,3998,"d:Bacteria(1.0000),p:Proteobacteria(0.7179),c:Gammaproteobacteria(0.5883),o:Oceanospirillales(0.2539),f:ML617_5J_3(0.1402),g:Unknown_Genus_1000945(0.0104)",Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ML617_5J_3,Unknown_Genus_1000945,NA
4000,3999,"d:Bacteria(1.0000),p:Firmicutes(0.8876),c:Clostridia(0.8339),o:Clostridiales(0.7223),f:Ruminococcaceae(0.6504),g:uncultured_2071(0.0679)",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured_2071,NA
4001,4000,"d:Bacteria(1.0000),p:Actinobacteria(0.9646),c:Acidimicrobiia(0.9789),o:Acidimicrobiales(0.9771),f:OM1_clade(0.9699),g:Unknown_Genus_1000184(0.9739)",Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OM1_clade,Unknown_Genus_1000184,NA
4002,4001,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.7160),o:Sphingobacteriales(0.6244),f:Saprospiraceae(0.3956),g:Phaeodactylibacter(0.0212)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter,NA
4003,4002,"d:Bacteria(1.0000),p:Proteobacteria(0.9685),c:Alphaproteobacteria(0.9775),o:Caulobacterales(0.9821),f:Caulobacteraceae(0.9841),g:Phenylobacterium(0.6585)",Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
4004,4003,"d:Bacteria(1.0000),p:Tenericutes(0.4987),c:Mollicutes(0.2800),o:NB1_n(0.1747),f:Unknown_Family_1002678(0.0810),g:Unknown_Genus_1001019(0.0048)",Bacteria,Tenericutes,Mollicutes,NB1_n,Unknown_Family_1002678,Unknown_Genus_1001019,NA
4005,4004,"d:Bacteria(1.0000),p:Firmicutes(0.7125),c:Clostridia(0.4939),o:Clostridiales(0.2819),f:Peptococcaceae(0.1193),g:Peptococcus(0.0073)",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,NA
4006,4005,"d:Bacteria(1.0000),p:Gracilibacteria(0.9603),c:Unknown_Class_1002391(0.9735),o:Unknown_Order_1002392(0.9758),f:Unknown_Family_1002393(0.9699),g:Unknown_Genus_1000568(0.9739)",Bacteria,Gracilibacteria,Unknown_Class_1002391,Unknown_Order_1002392,Unknown_Family_1002393,Unknown_Genus_1000568,NA
4007,4006,"d:Bacteria(1.0000),p:Lentisphaerae(0.9757),c:Lentisphaeria(0.9410),o:Victivallales(0.9182),f:Victivallaceae(0.9075),g:Victivallis(0.9367)",Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,NA
4008,4007,"d:Bacteria(1.0000),p:Proteobacteria(0.7179),c:Deltaproteobacteria(0.6032),o:Myxococcales(0.3524),f:MidBa8(0.2201),g:Unknown_Genus_1000840(0.0212)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,MidBa8,Unknown_Genus_1000840,NA
4009,4008,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Gammaproteobacteria(0.6254),o:Xanthomonadales(0.3524),f:JTB255_marine_benthic_group(0.2201),g:Unknown_Genus_1000984(0.0212)",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255_marine_benthic_group,Unknown_Genus_1000984,NA
4010,4009,"d:Archaea(0.3322),p:Euryarchaeota(0.0476),c:Methanobacteria(0.0282),o:Methanobacteriales(0.0070),f:Methanobacteriaceae(0.0034),g:Methanobacterium(0.0002)",Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA
4011,4010,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Deltaproteobacteria(0.7396),o:SAR324_clade_Marine_group_B_(0.5939),f:Unknown_Family_1002577(0.4137),g:Unknown_Genus_1000856(0.1264)",Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade_Marine_group_B_,Unknown_Family_1002577,Unknown_Genus_1000856,NA
4012,4011,"d:Bacteria(1.0000),p:Planctomycetes(0.7288),c:Planctomycetacia(0.6180),o:Planctomycetales(0.4935),f:Planctomycetaceae(0.3231),g:Pirellula(0.0048)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula,NA
4013,4012,"d:Bacteria(1.0000),p:Lentisphaerae(0.9751),c:Lentisphaeria(0.9356),o:Victivallales(0.8903),f:Victivallaceae(0.8971),g:Victivallis(0.9132)",Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,NA
4014,4013,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Flavobacteriia(0.8575),o:Flavobacteriales(0.7503),f:Flavobacteriaceae(0.6504),g:Wenyingzhuangia(0.0533)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,NA
4015,4014,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Alphaproteobacteria(0.7396),o:Rickettsiales(0.5634),f:LWSR_14(0.3775),g:Unknown_Genus_1000726(0.0972)",Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,LWSR_14,Unknown_Genus_1000726,NA
4016,4015,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6403),o:Sphingobacteriales(0.5634),f:Saprospiraceae(0.3231),g:Lewinella(0.0140)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella,NA
4017,4016,"d:Bacteria(1.0000),p:Proteobacteria(0.8699),c:Deltaproteobacteria(0.8810),o:Desulfobacterales(0.6943),f:Desulfobulbaceae(0.6043),g:MSBL7(0.0533)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7,NA
4018,4017,"d:Bacteria(1.0000),p:Planctomycetes(0.7815),c:OM190(0.7160),o:Unknown_Order_1002492(0.6244),f:Unknown_Family_1002493(0.4500),g:Unknown_Genus_1000622(0.2159)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
4019,4018,"d:Bacteria(1.0000),p:Bacteroidetes(0.9672),c:Flavobacteriia(0.9797),o:Flavobacteriales(0.9796),f:Schleiferiaceae(0.9803),g:Schleiferia(0.9741)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Schleiferia,NA
4020,4019,"d:Bacteria(1.0000),p:Planctomycetes(0.9550),c:Pla3_lineage(0.9046),o:Unknown_Order_1002514(0.8063),f:Unknown_Family_1002515(0.7884),g:Unknown_Genus_1000649(0.8429)",Bacteria,Planctomycetes,Pla3_lineage,Unknown_Order_1002514,Unknown_Family_1002515,Unknown_Genus_1000649,NA
4021,4020,"d:Bacteria(0.7808),p:Proteobacteria(0.1530),c:Alphaproteobacteria(0.0486),o:Rhizobiales(0.0151),f:Bartonellaceae(0.0059),g:Bartonella(0.0004)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,NA
4022,4021,"d:Bacteria(1.0000),p:Fibrobacteres(0.3446),c:Fibrobacteria(0.1546),o:Fibrobacteria_Incertae_Sedis_1667(0.0741),f:Unknown_Family_1668(0.0243),g:possible_genus_03(0.0011)",Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacteria_Incertae_Sedis_1667,Unknown_Family_1668,possible_genus_03,NA
4023,4022,"d:Bacteria(1.0000),p:Bacteroidetes(0.9539),c:Flavobacteriia(0.9410),o:Flavobacteriales(0.9182),f:Flavobacteriaceae(0.9075),g:Ulvibacter(0.2159)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
4024,4023,"d:Bacteria(1.0000),p:Proteobacteria(0.5540),c:Deltaproteobacteria(0.2266),o:Myxococcales(0.1219),f:Cystobacteraceae(0.0312),g:Anaeromyxobacter(0.0014)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter,NA
4025,4024,"d:Bacteria(1.0000),p:Proteobacteria(0.6094),c:Deltaproteobacteria(0.3870),o:Oligoflexales(0.2275),f:Unknown_Family_1002575(0.1193),g:Unknown_Genus_1000853(0.0073)",Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Unknown_Family_1002575,Unknown_Genus_1000853,NA
4026,4025,"d:Bacteria(1.0000),p:Latescibacteria(0.4987),c:Unknown_Class_1002406(0.2800),o:Unknown_Order_1002407(0.1747),f:Unknown_Family_1002408(0.0810),g:Unknown_Genus_1000573(0.0048)",Bacteria,Latescibacteria,Unknown_Class_1002406,Unknown_Order_1002407,Unknown_Family_1002408,Unknown_Genus_1000573,NA
4027,4026,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.5540),c:Unknown_Class_1002231(0.3870),o:Unknown_Order_1002232(0.2275),f:Unknown_Family_1002233(0.1193),g:Unknown_Genus_1000354(0.0073)",Bacteria,Candidate_division_OP3,Unknown_Class_1002231,Unknown_Order_1002232,Unknown_Family_1002233,Unknown_Genus_1000354,NA
4028,4027,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.9672),c:Unknown_Class_1002231(0.9782),o:Unknown_Order_1002232(0.9828),f:Unknown_Family_1002233(0.9836),g:Unknown_Genus_1000354(0.9756)",Bacteria,Candidate_division_OP3,Unknown_Class_1002231,Unknown_Order_1002232,Unknown_Family_1002233,Unknown_Genus_1000354,NA
4029,4028,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Deltaproteobacteria(0.7631),o:SAR324_clade_Marine_group_B_(0.6549),f:Unknown_Family_1002577(0.5123),g:Unknown_Genus_1000856(0.3930)",Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade_Marine_group_B_,Unknown_Family_1002577,Unknown_Genus_1000856,NA
4030,4029,"d:Bacteria(1.0000),p:Bacteroidetes(0.6371),c:Flavobacteriia(0.4939),o:Flavobacteriales(0.2819),f:Flavobacteriaceae(0.1402),g:uncultured_1216(0.0035)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,uncultured_1216,NA
4031,4030,"d:Bacteria(0.9054),p:Deferribacteres(0.1530),c:Deferribacteres_Incertae_Sedis_11258(0.0527),o:Unknown_Order_11259(0.0192),f:Unknown_Family_11260(0.0072),g:Caldithrix(0.0004)",Bacteria,Deferribacteres,Deferribacteres_Incertae_Sedis_11258,Unknown_Order_11259,Unknown_Family_11260,Caldithrix,NA
4032,4031,"d:Bacteria(0.8805),p:Gracilibacteria(0.2393),c:Unknown_Class_1002391(0.0942),o:Unknown_Order_1002392(0.0501),f:Unknown_Family_1002393(0.0173),g:Unknown_Genus_1000568(0.0008)",Bacteria,Gracilibacteria,Unknown_Class_1002391,Unknown_Order_1002392,Unknown_Family_1002393,Unknown_Genus_1000568,NA
4033,4032,"d:Bacteria(1.0000),p:Parcubacteria(0.9582),c:Unknown_Class_1002476(0.9627),o:Unknown_Order_1002477(0.9733),f:Unknown_Family_1002478(0.9491),g:Unknown_Genus_1000615(0.9734)",Bacteria,Parcubacteria,Unknown_Class_1002476,Unknown_Order_1002477,Unknown_Family_1002478,Unknown_Genus_1000615,NA
4034,4033,"d:Bacteria(1.0000),p:Lentisphaerae(0.7261),c:PBS_III_20(0.4939),o:Unknown_Order_1002453(0.2819),f:Unknown_Family_1002454(0.1668),g:Unknown_Genus_1000596(0.0140)",Bacteria,Lentisphaerae,PBS_III_20,Unknown_Order_1002453,Unknown_Family_1002454,Unknown_Genus_1000596,NA
4035,4034,"d:Archaea(0.6562),p:Woesearchaeota__DHVEG_6_(0.4987),c:Unknown_Class_1002110(0.2800),o:Unknown_Order_1002111(0.1747),f:Unknown_Family_1002112(0.0810),g:Unknown_Genus_1000128(0.0048)",Archaea,Woesearchaeota__DHVEG_6_,Unknown_Class_1002110,Unknown_Order_1002111,Unknown_Family_1002112,Unknown_Genus_1000128,NA
4036,4035,"d:Bacteria(1.0000),p:Proteobacteria(0.7233),c:Deltaproteobacteria(0.6106),o:Oligoflexales(0.3877),f:Oligoflexaceae(0.2467),g:Unknown_Genus_1000854(0.0247)",Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Unknown_Genus_1000854,NA
4037,4036,"d:Bacteria(0.8805),p:Lentisphaerae(0.1706),c:LD1_PB3(0.0527),o:Unknown_Order_1002440(0.0192),f:Unknown_Family_1002441(0.0072),g:Unknown_Genus_1000588(0.0004)",Bacteria,Lentisphaerae,LD1_PB3,Unknown_Order_1002440,Unknown_Family_1002441,Unknown_Genus_1000588,NA
4038,4037,"d:Bacteria(1.0000),p:Bacteroidetes(0.7261),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Chitinophagaceae(0.2999),g:uncultured_1252(0.0386)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,NA
4039,4038,"d:Bacteria(1.0000),p:Proteobacteria(0.6647),c:Gammaproteobacteria(0.2800),o:Methylococcales(0.0980),f:Methylococcaceae(0.0312),g:Methylobacter(0.0014)",Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,NA
4040,4039,"d:Bacteria(1.0000),p:Planctomycetes(0.6094),c:OM190(0.4405),o:Unknown_Order_1002492(0.2539),f:Unknown_Family_1002493(0.1402),g:Unknown_Genus_1000622(0.0104)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
4041,4040,"d:Bacteria(1.0000),p:Planctomycetes(0.9731),c:Phycisphaerae(0.9795),o:MSB_3A7_sediment_group(0.7783),f:Unknown_Family_1002505(0.7424),g:Unknown_Genus_1000633(0.8194)",Bacteria,Planctomycetes,Phycisphaerae,MSB_3A7_sediment_group,Unknown_Family_1002505,Unknown_Genus_1000633,NA
4042,4041,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Deltaproteobacteria(0.6688),o:Bdellovibrionales(0.5786),f:Bacteriovoracaceae(0.3956),g:Peredibacter(0.0140)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
4043,4042,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Flavobacteriia(0.7396),o:Flavobacteriales(0.6396),f:Flavobacteriaceae(0.4500),g:Winogradskyella(0.0247)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
4044,4043,"d:Bacteria(1.0000),p:Spirochaetae(0.5540),c:Spirochaetes(0.3870),o:Spirochaetales(0.2275),f:Spirochaetaceae(0.1193),g:uncultured_3889(0.0022)",Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,uncultured_3889,NA
4045,4044,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Bacteroidetes_BD2_2(0.5474),o:Unknown_Order_1002204(0.3172),f:Unknown_Family_1002205(0.1934),g:Unknown_Genus_1000259(0.0176)",Bacteria,Bacteroidetes,Bacteroidetes_BD2_2,Unknown_Order_1002204,Unknown_Family_1002205,Unknown_Genus_1000259,NA
4046,4045,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Deltaproteobacteria(0.7396),o:Bdellovibrionales(0.5634),f:Bdellovibrionaceae(0.3775),g:OM27_clade(0.0972)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
4047,4046,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Deltaproteobacteria(0.6477),o:Desulfuromonadales(0.5786),f:GR_WP33_58(0.3956),g:Unknown_Genus_1000817(0.1118)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,GR_WP33_58,Unknown_Genus_1000817,NA
4048,4047,"d:Bacteria(1.0000),p:TM6(0.7179),c:Unknown_Class_1002679(0.6180),o:Unknown_Order_1002680(0.4935),f:Unknown_Family_1002681(0.3231),g:Unknown_Genus_1001022(0.0533)",Bacteria,TM6,Unknown_Class_1002679,Unknown_Order_1002680,Unknown_Family_1002681,Unknown_Genus_1001022,NA
4049,4048,"d:Bacteria(0.8306),p:Firmicutes(0.1179),c:Bacilli(0.0445),o:Bacillales(0.0151),f:Bacillaceae(0.0059),g:Bacillus(0.0004)",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
4050,4049,"d:Bacteria(1.0000),p:Chloroflexi(0.9053),c:Ardenticatenia(0.8103),o:uncultured_1400(0.6943),f:Unknown_Family_1002246(0.6043),g:Unknown_Genus_1000376(0.5700)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,NA
4051,4050,"d:Bacteria(0.4818),p:Firmicutes(0.0344),c:Bacilli(0.0224),o:Lactobacillales(0.0055),f:Leuconostocaceae(0.0027),g:Weissella(0.0002)",Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,NA
4052,4051,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.5957),o:Sphingobacteriales(0.3877),f:WCHB1_69(0.2467),g:Unknown_Genus_1000345(0.0247)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,WCHB1_69,Unknown_Genus_1000345,NA
4053,4052,"d:Bacteria(0.9054),p:Proteobacteria(0.2920),c:Alphaproteobacteria(0.0650),o:Magnetococcales(0.0212),f:Magnetococcaceae(0.0078),g:Magnetococcus(0.0004)",Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,NA
4054,4053,"d:Bacteria(1.0000),p:Acidobacteria(0.6371),c:Acidobacteria(0.4405),o:AT_s3_28(0.1747),f:Unknown_Family_1002123(0.0810),g:Unknown_Genus_1000134(0.0048)",Bacteria,Acidobacteria,Acidobacteria,AT_s3_28,Unknown_Family_1002123,Unknown_Genus_1000134,NA
4055,4054,"d:Archaea(0.5814),p:Woesearchaeota__DHVEG_6_(0.1882),c:Unknown_Class_1002110(0.0609),o:Unknown_Order_1002111(0.0232),f:Unknown_Family_1002112(0.0084),g:Unknown_Genus_1000128(0.0005)",Archaea,Woesearchaeota__DHVEG_6_,Unknown_Class_1002110,Unknown_Order_1002111,Unknown_Family_1002112,Unknown_Genus_1000128,NA
4056,4055,"d:Bacteria(1.0000),p:Bacteroidetes(0.9764),c:Cytophagia(0.9573),o:Cytophagales(0.9720),f:Flammeovirgaceae(0.9283),g:Candidatus_Amoebophilus(0.9729)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Candidatus_Amoebophilus,NA
4057,4056,"d:Bacteria(0.8805),p:Fusobacteria(0.2058),c:Fusobacteriia(0.0650),o:Fusobacteriales(0.0262),f:Leptotrichiaceae(0.0103),g:uncultured_2220(0.0004)",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured_2220,NA
4058,4057,"d:Bacteria(1.0000),p:Proteobacteria(0.6371),c:Gammaproteobacteria(0.3335),o:Chromatiales(0.1483),f:Ectothiorhodospiraceae(0.0619),g:Unknown_Genus_1000902(0.0035)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Unknown_Genus_1000902,NA
4059,4058,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.9685),c:Unknown_Class_1002231(0.9775),o:Unknown_Order_1002232(0.9832),f:Unknown_Family_1002233(0.9831),g:Unknown_Genus_1000354(0.9772)",Bacteria,Candidate_division_OP3,Unknown_Class_1002231,Unknown_Order_1002232,Unknown_Family_1002233,Unknown_Genus_1000354,NA
4060,4059,"d:Bacteria(1.0000),p:Planctomycetes(0.7462),c:OM190(0.7160),o:Unknown_Order_1002492(0.6244),f:Unknown_Family_1002493(0.4500),g:Unknown_Genus_1000622(0.2159)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
4061,4060,"d:Bacteria(1.0000),p:Planctomycetes(0.9603),c:OM190(0.9627),o:Unknown_Order_1002492(0.9733),f:Unknown_Family_1002493(0.9491),g:Unknown_Genus_1000622(0.9734)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
4062,4061,"d:Bacteria(1.0000),p:Planctomycetes(0.7992),c:OM190(0.7396),o:Unknown_Order_1002492(0.6396),f:Unknown_Family_1002493(0.4681),g:Unknown_Genus_1000622(0.3044)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
4063,4062,"d:Bacteria(1.0000),p:Omnitrophica(0.5817),c:NPL_UPA2(0.3870),o:Unknown_Order_1002474(0.2275),f:Unknown_Family_1002475(0.1193),g:Unknown_Genus_1000614(0.0073)",Bacteria,Omnitrophica,NPL_UPA2,Unknown_Order_1002474,Unknown_Family_1002475,Unknown_Genus_1000614,NA
4064,4063,"d:Bacteria(1.0000),p:Planctomycetes(0.6094),c:Pla4_lineage(0.2266),o:Unknown_Order_1002516(0.1483),f:Unknown_Family_1002517(0.0619),g:Unknown_Genus_1000650(0.0035)",Bacteria,Planctomycetes,Pla4_lineage,Unknown_Order_1002516,Unknown_Family_1002517,Unknown_Genus_1000650,NA
4065,4064,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Gammaproteobacteria(0.6180),o:NKB5(0.3524),f:Unknown_Family_1002620(0.2201),g:Unknown_Genus_1000931(0.0212)",Bacteria,Proteobacteria,Gammaproteobacteria,NKB5,Unknown_Family_1002620,Unknown_Genus_1000931,NA
4066,4065,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Flavobacteriia(0.5957),o:Flavobacteriales(0.3877),f:Flavobacteriaceae(0.2467),g:uncultured_1216(0.0073)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,uncultured_1216,NA
4067,4066,"d:Bacteria(1.0000),p:Planctomycetes(0.9705),c:OM190(0.9248),o:Unknown_Order_1002492(0.8343),f:Unknown_Family_1002493(0.8344),g:Unknown_Genus_1000622(0.8663)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
4068,4067,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.7462),c:Unknown_Class_1002231(0.7160),o:Unknown_Order_1002232(0.6244),f:Unknown_Family_1002233(0.4500),g:Unknown_Genus_1000354(0.2159)",Bacteria,Candidate_division_OP3,Unknown_Class_1002231,Unknown_Order_1002232,Unknown_Family_1002233,Unknown_Genus_1000354,NA
4069,4068,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Gammaproteobacteria(0.7160),o:Legionellales(0.5634),f:Coxiellaceae(0.3775),g:Aquicella(0.0972)",Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,NA
4070,4069,"d:Bacteria(1.0000),p:Bacteroidetes(0.9230),c:Cytophagia(0.8103),o:Cytophagales(0.6943),f:Flammeovirgaceae(0.4319),g:uncultured_1059(0.0825)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured_1059,NA
4071,4070,"d:Bacteria(1.0000),p:Proteobacteria(0.3973),c:Deltaproteobacteria(0.1849),o:Desulfobacterales(0.1219),f:Nitrospinaceae(0.0428),g:uncultured_3155(0.0022)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,uncultured_3155,NA
4072,4071,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Bacteroidia(0.6032),o:Bacteroidales(0.4230),f:Marinilabiaceae(0.2733),g:Marinifilum(0.0283)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinifilum,NA
4073,4072,"d:Bacteria(0.9552),p:Firmicutes(0.2393),c:Clostridia(0.0942),o:Clostridiales(0.0501),f:Christensenellaceae(0.0103),g:Christensenellaceae_R_7_group(0.0006)",Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R_7_group,NA
4074,4073,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Gammaproteobacteria(0.9046),o:Xanthomonadales(0.7223),f:Nevskiaceae(0.6504),g:Nevskia(0.3930)",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Nevskiaceae,Nevskia,NA
4075,4074,"d:Bacteria(1.0000),p:Chloroflexi(0.9635),c:Anaerolineae(0.8103),o:Anaerolineales(0.6943),f:Anaerolineaceae(0.6043),g:Anaerolineaceae_UCG_001(0.0533)",Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_UCG_001,NA
4076,4075,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Bacteroidia(0.6254),o:Bacteroidia_Incertae_Sedis_11192(0.5288),f:Draconibacteriaceae(0.3412),g:Draconibacterium(0.0247)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_Incertae_Sedis_11192,Draconibacteriaceae,Draconibacterium,NA
