"Supplemental Table 1. Assigned Prokaryotic, 16S Taxa to OTU ID",,,,,,,,,
,,,,,,,,,
,OTU,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
2137,2136,"d:Bacteria(1.0000),p:Proteobacteria(0.9711),c:Deltaproteobacteria(0.9785),o:Myxococcales(0.9836),f:P3OB_42(0.9827),g:Unknown_Genus_1000845(0.9789)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB_42,Unknown_Genus_1000845,NA
2138,2137,"d:Bacteria(1.0000),p:Bacteroidetes(0.6647),c:Cytophagia(0.3335),o:Cytophagales(0.2011),f:Flammeovirgaceae(0.0312),g:Reichenbachiella(0.0014)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella,NA
2139,2138,"d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Deltaproteobacteria(0.9735),o:Desulfobacterales(0.9758),f:Desulfobulbaceae(0.9699),g:SEEP_SRB4(0.3930)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,SEEP_SRB4,NA
2140,2139,"d:Bacteria(1.0000),p:Bacteroidetes(0.9582),c:Flavobacteriia(0.9627),o:Flavobacteriales(0.9733),f:Flavobacteriaceae(0.9179),g:Maribacter(0.2159)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,NA
2141,2140,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Gammaproteobacteria(0.8810),o:HOC36(0.6701),f:Unknown_Family_1002613(0.5583),g:Unknown_Genus_1000912(0.4815)",Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,Unknown_Family_1002613,Unknown_Genus_1000912,NA
2142,2141,"d:Bacteria(1.0000),p:Proteobacteria(0.9913),c:Epsilonproteobacteria(0.9848),o:Campylobacterales(0.9830),f:Helicobacteraceae(0.9836),g:Sulfurimonas(0.9744)",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,NA
2143,2142,"d:Bacteria(1.0000),p:Planctomycetes(0.7125),c:Phycisphaerae(0.5883),o:Phycisphaerales(0.2275),f:Phycisphaeraceae(0.1193),g:Urania_1B_19_marine_sediment_group(0.0035)",Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania_1B_19_marine_sediment_group,NA
2144,2143,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Deltaproteobacteria(0.6329),o:Bdellovibrionales(0.5481),f:Bacteriovoracaceae(0.3594),g:Halobacteriovorax(0.0104)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax,NA
2145,2144,"d:Bacteria(1.0000),p:Proteobacteria(0.9635),c:Gammaproteobacteria(0.9681),o:Vibrionales(0.8063),f:Vibrionaceae(0.7884),g:Enterovibrio(0.5700)",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,NA
2146,2145,"d:Bacteria(1.0000),p:Bacteroidetes(0.9560),c:Bacteroidia(0.8103),o:Bacteroidales(0.6943),f:Marinilabiaceae(0.6043),g:uncultured_939(0.5700)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,uncultured_939,NA
2147,2146,"d:Bacteria(0.4319),p:Firmicutes(0.0303),c:Clostridia(0.0197),o:Clostridiales(0.0048),f:Peptostreptococcaceae(0.0020),g:Romboutsia(0.0002)",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,NA
2148,2147,"d:Bacteria(1.0000),p:Gemmatimonadetes(0.5263),c:Gemmatimonadetes(0.3335),o:Gemmatimonadales(0.1747),f:Gemmatimonadaceae(0.0810),g:uncultured_2231(0.0048)",Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured_2231,NA
2149,2148,"d:Bacteria(0.8805),p:Bacteroidetes(0.2393),c:Flavobacteriia(0.0527),o:Flavobacteriales(0.0192),f:NS9_marine_group(0.0072),g:Unknown_Genus_1000316(0.0004)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9_marine_group,Unknown_Genus_1000316,NA
2150,2149,"d:Bacteria(1.0000),p:Proteobacteria(0.5817),c:Alphaproteobacteria(0.3870),o:Rickettsiales(0.1747),f:Rickettsiales_Incertae_Sedis_2786(0.0810),g:Candidatus_Captivus(0.0048)",Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis_2786,Candidatus_Captivus,NA
2151,2150,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:Sphingobacteriia(0.8103),o:Sphingobacteriales(0.6943),f:Saprospiraceae(0.4681),g:uncultured_1272(0.0679)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
2152,2151,"d:Bacteria(1.0000),p:Proteobacteria(0.9053),c:Deltaproteobacteria(0.8575),o:Bdellovibrionales(0.6943),f:Bacteriovoracaceae(0.6043),g:Deferrisoma(0.5700)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Deferrisoma,NA
2153,2152,"d:Bacteria(1.0000),p:Planctomycetes(0.9656),c:Planctomycetacia(0.8103),o:Planctomycetales(0.6943),f:Planctomycetaceae(0.6043),g:Blastopirellula(0.0212)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,NA
2154,2153,"d:Bacteria(1.0000),p:Proteobacteria(0.7206),c:Gammaproteobacteria(0.6106),o:NKB5(0.2819),f:Unknown_Family_1002620(0.1668),g:Unknown_Genus_1000931(0.0140)",Bacteria,Proteobacteria,Gammaproteobacteria,NKB5,Unknown_Family_1002620,Unknown_Genus_1000931,NA
2155,2154,"d:Bacteria(1.0000),p:Planctomycetes(0.9738),c:Pla4_lineage(0.9798),o:Unknown_Order_1002516(0.9849),f:Unknown_Family_1002517(0.9829),g:Unknown_Genus_1000650(0.9837)",Bacteria,Planctomycetes,Pla4_lineage,Unknown_Order_1002516,Unknown_Family_1002517,Unknown_Genus_1000650,NA
2156,2155,"d:Bacteria(1.0000),p:Bacteroidetes(0.9635),c:Bacteroidia(0.6924),o:Bacteroidales(0.6091),f:Rikenellaceae(0.4137),g:Rikenella(0.0972)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,NA
2157,2156,"d:Bacteria(1.0000),p:Bacteroidetes(0.5263),c:Sphingobacteriia(0.1244),o:Sphingobacteriales(0.0741),f:KD1_131(0.0243),g:Unknown_Genus_1000333(0.0011)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD1_131,Unknown_Genus_1000333,NA
2158,2157,"d:Bacteria(1.0000),p:Proteobacteria(0.9406),c:Gammaproteobacteria(0.7160),o:Chromatiales(0.5481),f:Chromatiaceae(0.3594),g:Thiohalocapsa(0.0825)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa,NA
2159,2158,"d:Bacteria(1.0000),p:Proteobacteria(0.9698),c:Gammaproteobacteria(0.9790),o:Xanthomonadales(0.9733),f:JTB255_marine_benthic_group(0.9491),g:Unknown_Genus_1000984(0.9734)",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255_marine_benthic_group,Unknown_Genus_1000984,NA
2160,2159,"d:Bacteria(1.0000),p:Proteobacteria(0.7179),c:Gammaproteobacteria(0.5957),o:Xanthomonadales(0.2819),f:JTB255_marine_benthic_group(0.1402),g:Unknown_Genus_1000984(0.0104)",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255_marine_benthic_group,Unknown_Genus_1000984,NA
2161,2160,"d:Bacteria(1.0000),p:Deinococcus_Thermus(0.9672),c:Deinococci(0.9782),o:Deinococcales(0.8343),f:Trueperaceae(0.5583),g:Truepera(0.4815)",Bacteria,Deinococcus_Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
2162,2161,"d:Bacteria(1.0000),p:Proteobacteria(0.6924),c:Gammaproteobacteria(0.5474),o:Legionellales(0.2819),f:Legionellaceae(0.1668),g:Legionella(0.0140)",Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
2163,2162,"d:Bacteria(1.0000),p:Chloroflexi(0.9053),c:Ardenticatenia(0.6924),o:uncultured_1400(0.6091),f:Unknown_Family_1002246(0.4319),g:Unknown_Genus_1000376(0.1411)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,NA
2164,2163,"d:Bacteria(1.0000),p:Proteobacteria(0.4500),c:Deltaproteobacteria(0.1849),o:Bdellovibrionales(0.0741),f:Bdellovibrionaceae(0.0243),g:OM27_clade(0.0011)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
2165,2164,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Epsilonproteobacteria(0.9904),o:Campylobacterales(0.9830),f:Helicobacteraceae(0.9838),g:Sulfurimonas(0.9744)",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,NA
2166,2165,"d:Bacteria(1.0000),p:Proteobacteria(0.9913),c:Alphaproteobacteria(0.9786),o:Rhodospirillales(0.9758),f:Rhodospirillaceae(0.9699),g:uncultured_2755(0.9729)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured_2755,NA
2167,2166,"d:Bacteria(1.0000),p:Omnitrophica(0.7206),c:NPL_UPA2(0.6254),o:Unknown_Order_1002474(0.5288),f:Unknown_Family_1002475(0.3412),g:Unknown_Genus_1000614(0.0679)",Bacteria,Omnitrophica,NPL_UPA2,Unknown_Order_1002474,Unknown_Family_1002475,Unknown_Genus_1000614,NA
2168,2167,"d:Bacteria(1.0000),p:Planctomycetes(0.7179),c:028H05_P_BN_P5(0.2800),o:Unknown_Order_1002482(0.1747),f:Unknown_Family_1002483(0.0810),g:Unknown_Genus_1000617(0.0048)",Bacteria,Planctomycetes,028H05_P_BN_P5,Unknown_Order_1002482,Unknown_Family_1002483,Unknown_Genus_1000617,NA
2169,2168,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:WCHB1_32(0.6403),o:Unknown_Order_1002226(0.5634),f:Unknown_Family_1002227(0.3775),g:Unknown_Genus_1000347(0.0972)",Bacteria,Bacteroidetes,WCHB1_32,Unknown_Order_1002226,Unknown_Family_1002227,Unknown_Genus_1000347,NA
2170,2169,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Cytophagia(0.7396),o:Order_II(0.6244),f:Rhodothermaceae(0.4500),g:uncultured_1069(0.0386)",Bacteria,Bacteroidetes,Cytophagia,Order_II,Rhodothermaceae,uncultured_1069,NA
2171,2170,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Gammaproteobacteria(0.6924),o:Alteromonadales(0.4935),f:Shewanellaceae(0.2201),g:Shewanella(0.0212)",Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
2172,2171,"d:Bacteria(1.0000),p:Proteobacteria(0.9406),c:Deltaproteobacteria(0.8575),o:Sh765B_TzT_29(0.7223),f:Unknown_Family_1002579(0.6504),g:Unknown_Genus_1000858(0.6585)",Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B_TzT_29,Unknown_Family_1002579,Unknown_Genus_1000858,NA
2173,2172,"d:Bacteria(1.0000),p:Bacteroidetes(0.9757),c:Sphingobacteriia(0.9789),o:Sphingobacteriales(0.9771),f:Saprospiraceae(0.9699),g:Aureispira(0.9132)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Aureispira,NA
2174,2173,"d:Bacteria(1.0000),p:Lentisphaerae(0.9698),c:R76_B128(0.9046),o:Unknown_Order_1002455(0.8063),f:Unknown_Family_1002456(0.7884),g:Unknown_Genus_1000597(0.8429)",Bacteria,Lentisphaerae,R76_B128,Unknown_Order_1002455,Unknown_Family_1002456,Unknown_Genus_1000597,NA
2175,2174,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.8876),c:Unknown_Class_1002110(0.9046),o:Unknown_Order_1002111(0.8063),f:Unknown_Family_1002112(0.7884),g:Unknown_Genus_1000128(0.8429)",Archaea,Woesearchaeota__DHVEG_6_,Unknown_Class_1002110,Unknown_Order_1002111,Unknown_Family_1002112,Unknown_Genus_1000128,NA
2176,2175,"d:Bacteria(0.1727),p:Marinimicrobia__SAR406_clade_(0.0136),c:Unknown_Class_1002465(0.0089),o:Unknown_Order_1002466(0.0022),f:Unknown_Family_1002467(0.0011),g:Unknown_Genus_1000602(0.0001)",Bacteria,Marinimicrobia__SAR406_clade_,Unknown_Class_1002465,Unknown_Order_1002466,Unknown_Family_1002467,Unknown_Genus_1000602,NA
2177,2176,"d:Bacteria(1.0000),p:Proteobacteria(0.9406),c:Deltaproteobacteria(0.8810),o:Myxococcales(0.6943),f:P3OB_42(0.6043),g:Unknown_Genus_1000845(0.5700)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB_42,Unknown_Genus_1000845,NA
2178,2177,"d:Bacteria(1.0000),p:Bacteroidetes(0.5817),c:Sphingobacteriia(0.2266),o:Sphingobacteriales(0.1483),f:Chitinophagaceae(0.0312),g:uncultured_1252(0.0014)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,NA
2179,2178,"d:Bacteria(1.0000),p:Planctomycetes(0.7288),c:Planctomycetacia(0.6329),o:Planctomycetales(0.5481),f:Planctomycetaceae(0.3594),g:Planctomyces(0.0212)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,NA
2180,2179,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rhodospirillales(1.0000),f:Rhodospirillaceae(0.9829),g:uncultured_2755(0.9780)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured_2755,NA
2181,2180,"d:Bacteria(1.0000),p:Actinobacteria(0.9711),c:Acidimicrobiia(0.9775),o:Acidimicrobiales(0.9832),f:Unknown_Family_1002159(0.9387),g:Unknown_Genus_1000186(0.9731)",Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Unknown_Family_1002159,Unknown_Genus_1000186,NA
2182,2181,"d:Bacteria(0.9552),p:Fibrobacteres(0.1882),c:Fibrobacteria(0.0609),o:Fibrobacterales(0.0232),f:Fibrobacteraceae(0.0084),g:uncultured_1659(0.0004)",Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured_1659,NA
2183,2182,"d:Bacteria(1.0000),p:Proteobacteria(0.8522),c:Deltaproteobacteria(0.8575),o:Bdellovibrionales(0.7503),f:Bdellovibrionaceae(0.6964),g:Bdellovibrio(0.7470)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
2184,2183,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Gammaproteobacteria(0.7396),o:Vibrionales(0.4582),f:Vibrionaceae(0.2999),g:Enterovibrio(0.0247)",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,NA
2185,2184,"d:Bacteria(1.0000),p:Planctomycetes(0.1882),c:vadinHA49(0.0609),o:Unknown_Order_1002522(0.0232),f:Unknown_Family_1002523(0.0084),g:Unknown_Genus_1000655(0.0005)",Bacteria,Planctomycetes,vadinHA49,Unknown_Order_1002522,Unknown_Family_1002523,Unknown_Genus_1000655,NA
2186,2185,"d:Bacteria(1.0000),p:Bacteroidetes(0.9770),c:Cytophagia(0.9815),o:Cytophagales(0.9859),f:Flammeovirgaceae(0.9872),g:Reichenbachiella(0.9741)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella,NA
2187,2186,"d:Bacteria(0.7559),p:Lentisphaerae(0.1179),c:Oligosphaeria(0.0445),o:Unknown_Order_1002450(0.0151),f:Unknown_Family_1002451(0.0059),g:Unknown_Genus_1000593(0.0004)",Bacteria,Lentisphaerae,Oligosphaeria,Unknown_Order_1002450,Unknown_Family_1002451,Unknown_Genus_1000593,NA
2188,2187,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Deltaproteobacteria(0.9046),o:Myxococcales(0.8063),f:Nannocystaceae(0.5123),g:uncultured_3233(0.0972)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured_3233,NA
2189,2188,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Deltaproteobacteria(1.0000),o:Desulfobacterales(1.0000),f:Nitrospinaceae(1.0000),g:Nitrospina(1.0000)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,NA
2190,2189,"d:Bacteria(1.0000),p:Proteobacteria(0.9691),c:Deltaproteobacteria(0.9782),o:Myxococcales(0.9826),f:P3OB_42(0.9843),g:Unknown_Genus_1000845(0.9749)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB_42,Unknown_Genus_1000845,NA
2191,2190,"d:Bacteria(1.0000),p:Gracilibacteria(0.9764),c:Unknown_Class_1002391(0.9812),o:Unknown_Order_1002392(0.9857),f:Unknown_Family_1002393(0.9863),g:Unknown_Genus_1000568(0.9870)",Bacteria,Gracilibacteria,Unknown_Class_1002391,Unknown_Order_1002392,Unknown_Family_1002393,Unknown_Genus_1000568,NA
2192,2191,"d:Bacteria(0.9802),p:Acidobacteria(0.1706),c:Holophagae(0.0568),o:Subgroup_23(0.0212),f:Unknown_Family_1002148(0.0078),g:Unknown_Genus_1000176(0.0004)",Bacteria,Acidobacteria,Holophagae,Subgroup_23,Unknown_Family_1002148,Unknown_Genus_1000176,NA
2193,2192,"d:Bacteria(0.8556),p:Fibrobacteres(0.1706),c:Fibrobacteria(0.0568),o:Fibrobacterales(0.0212),f:Fibrobacteraceae(0.0065),g:Fibrobacter(0.0004)",Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,NA
2194,2193,"d:Bacteria(1.0000),p:Chloroflexi(0.5263),c:Caldilineae(0.1244),o:Caldilineales(0.0741),f:Caldilineaceae(0.0243),g:uncultured_1406(0.0011)",Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,uncultured_1406,NA
2195,2194,"d:Bacteria(1.0000),p:Proteobacteria(0.9406),c:Deltaproteobacteria(0.9356),o:GR_WP33_30(0.8343),f:Unknown_Family_1002573(0.8344),g:Unknown_Genus_1000828(0.8663)",Bacteria,Proteobacteria,Deltaproteobacteria,GR_WP33_30,Unknown_Family_1002573,Unknown_Genus_1000828,NA
2196,2195,"d:Bacteria(0.3821),p:Cyanobacteria(0.0386),c:Melainabacteria(0.0252),o:Gastranaerophilales(0.0061),f:Unknown_Family_1002341(0.0030),g:Unknown_Genus_1000451(0.0002)",Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Unknown_Family_1002341,Unknown_Genus_1000451,NA
2197,2196,"d:Bacteria(1.0000),p:Bacteroidetes(0.6647),c:Sphingobacteriia(0.3335),o:Sphingobacteriales(0.2011),f:Saprospiraceae(0.0810),g:uncultured_1272(0.0014)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
2198,2197,"d:Bacteria(1.0000),p:Planctomycetes(0.9665),c:Phycisphaerae(0.9046),o:Phycisphaerales(0.7503),f:Phycisphaeraceae(0.6964),g:Urania_1B_19_marine_sediment_group(0.1264)",Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania_1B_19_marine_sediment_group,NA
2199,2198,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Deltaproteobacteria(0.7160),o:Myxococcales(0.6244),f:P3OB_42(0.4500),g:Unknown_Genus_1000845(0.2159)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB_42,Unknown_Genus_1000845,NA
2200,2199,"d:Bacteria(1.0000),p:Planctomycetes(0.9744),c:Pla4_lineage(0.9802),o:Unknown_Order_1002516(0.9851),f:Unknown_Family_1002517(0.9838),g:Unknown_Genus_1000650(0.9845)",Bacteria,Planctomycetes,Pla4_lineage,Unknown_Order_1002516,Unknown_Family_1002517,Unknown_Genus_1000650,NA
2201,2200,"d:Bacteria(1.0000),p:Proteobacteria(0.3446),c:Alphaproteobacteria(0.1244),o:Rhizobiales(0.0501),f:Hyphomicrobiaceae(0.0173),g:Filomicrobium(0.0008)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,NA
2202,2201,"d:Bacteria(1.0000),p:Proteobacteria(0.4987),c:Alphaproteobacteria(0.1244),o:Sphingomonadales(0.0741),f:Sphingomonadaceae(0.0243),g:Sphingomonas(0.0011)",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
2203,2202,"d:Bacteria(1.0000),p:Planctomycetes(0.9731),c:OM190(0.9519),o:Unknown_Order_1002492(0.9707),f:Unknown_Family_1002493(0.9283),g:Unknown_Genus_1000622(0.9729)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
2204,2203,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Deltaproteobacteria(0.6924),o:Oligoflexales(0.6091),f:Oligoflexaceae(0.4319),g:Unknown_Genus_1000854(0.0972)",Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Unknown_Genus_1000854,NA
2205,2204,"d:Bacteria(1.0000),p:Bacteroidetes(0.9539),c:Bacteroidia(0.7867),o:Bacteroidales(0.6396),f:Unknown_Family_1002210(0.4681),g:Unknown_Genus_1000262(0.3044)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown_Family_1002210,Unknown_Genus_1000262,NA
2206,2205,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Deltaproteobacteria(0.6403),o:Desulfuromonadales(0.5288),f:GR_WP33_58(0.3231),g:Unknown_Genus_1000817(0.0533)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,GR_WP33_58,Unknown_Genus_1000817,NA
2207,2206,"d:Bacteria(1.0000),p:Proteobacteria(0.9757),c:Alphaproteobacteria(0.9808),o:DB1_14(0.9745),f:Unknown_Family_1002533(0.9595),g:Unknown_Genus_1000663(0.9736)",Bacteria,Proteobacteria,Alphaproteobacteria,DB1_14,Unknown_Family_1002533,Unknown_Genus_1000663,NA
2208,2207,"d:Bacteria(1.0000),p:Fibrobacteres(0.5540),c:Fibrobacteria(0.3870),o:Fibrobacterales(0.2275),f:Fibrobacteraceae(0.0810),g:Fibrobacter(0.0014)",Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,NA
2209,2208,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Gammaproteobacteria(0.5474),o:Methylococcales(0.1747),f:IheB2_23(0.0810),g:Unknown_Genus_1000922(0.0048)",Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,IheB2_23,Unknown_Genus_1000922,NA
2210,2209,"d:Bacteria(1.0000),p:Planctomycetes(0.7125),c:Planctomycetacia(0.6032),o:Planctomycetales(0.4230),f:Planctomycetaceae(0.2733),g:Planctomyces(0.0035)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,NA
2211,2210,"d:Bacteria(1.0000),p:Proteobacteria(0.9822),c:Deltaproteobacteria(0.9832),o:Sh765B_TzT_29(0.9809),f:Unknown_Family_1002579(0.9843),g:Unknown_Genus_1000858(0.9749)",Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B_TzT_29,Unknown_Family_1002579,Unknown_Genus_1000858,NA
2212,2211,"d:Bacteria(1.0000),p:Bacteroidetes(0.9230),c:Flavobacteriia(0.7867),o:Flavobacteriales(0.6701),f:NS7_marine_group(0.5583),g:Unknown_Genus_1000315(0.4815)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS7_marine_group,Unknown_Genus_1000315,NA
2213,2212,"d:Bacteria(1.0000),p:Proteobacteria(0.9230),c:Deltaproteobacteria(0.8810),o:Desulfobacterales(0.6943),f:Desulfobulbaceae(0.6043),g:Desulfurivibrio(0.0825)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio,NA
2214,2213,"d:Bacteria(0.5067),p:Firmicutes(0.0386),c:Clostridia(0.0224),o:Clostridiales(0.0055),f:Clostridiaceae_2(0.0027),g:Alkaliphilus(0.0002)",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus,NA
2215,2214,"d:Bacteria(1.0000),p:Chlorobi(0.7342),c:Ignavibacteria(0.6477),o:Ignavibacteriales(0.5786),f:Ignavibacteriaceae(0.1934),g:Ignavibacterium(0.0176)",Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,NA
2216,2215,"d:Bacteria(1.0000),p:Bacteroidetes(0.8169),c:Cytophagia(0.6688),o:Cytophagales(0.5939),f:Flammeovirgaceae(0.4137),g:Candidatus_Amoebophilus(0.1118)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Candidatus_Amoebophilus,NA
2217,2216,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Flavobacteriia(0.6477),o:Flavobacteriales(0.5786),f:Flavobacteriaceae(0.3956),g:Maribacter(0.0283)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,NA
2218,2217,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.6254),o:Sphingobacteriales(0.5288),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0176)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
2219,2218,"d:Bacteria(1.0000),p:Bacteroidetes(0.5263),c:Cytophagia(0.1244),o:Cytophagales(0.0741),f:Flammeovirgaceae(0.0243),g:Flexithrix(0.0006)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flexithrix,NA
2220,2219,"d:Bacteria(1.0000),p:Proteobacteria(0.9913),c:Deltaproteobacteria(0.9775),o:Desulfovibrionales(0.9832),f:Desulfovibrionaceae(0.9699),g:Desulfovibrio(0.9739)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
2221,2220,"d:Bacteria(1.0000),p:Chloroflexi(0.9678),c:Ardenticatenia(0.7160),o:uncultured_1400(0.6244),f:Unknown_Family_1002246(0.4500),g:Unknown_Genus_1000376(0.2159)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,NA
2222,2221,"d:Bacteria(1.0000),p:Chloroflexi(0.7206),c:Caldilineae(0.5957),o:Caldilineales(0.3877),f:Caldilineaceae(0.2467),g:uncultured_1406(0.0212)",Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,uncultured_1406,NA
